feature,mean_abs_shap,mean_shap
feat_mean_remaining_reinst,0.4650675858694605,0.1646785397199492
feat_max_network_penalty,0.2891284403439514,-0.16871050460507006
feat_mean_network_penalty,0.23394929337047046,0.1483031831825282
feat_mean_remaining_mig,0.2203891760182881,-0.03892062034420978
feat_total_ues,0.21839514647520059,-0.1565446530187669
feat_mean_security_penalty,0.20740168913022453,0.06225533581377058
feat_vim0_ram,0.154399843054726,-0.02249244564316438
feat_vim1_ram,0.15109023661832102,0.015229227133373154
feat_min_remaining_mig,0.08882508261317797,0.03700622075897796
feat_vim1_cpu,0.08736798238642479,-0.01772257672879708
feat_max_security_penalty,0.07407573853250182,-0.03309342847206949
feat_vim0_cpu,0.016911128188124847,0.009482311836609122
feat_mean_mtd_overhead,0.0007906416362705808,0.000529410366868611
feat_mean_dos_score,0.0,0.0
feat_max_dos_score,0.0,0.0
feat_mean_dataleak_score,0.0,0.0
feat_max_dataleak_score,0.0,0.0
feat_min_remaining_reinst,0.0,0.0
feat_mean_apt_score,0.0,0.0
feat_max_apt_score,0.0,0.0
feat_nb_resources,0.0,0.0
