feature,mean_abs_shap,mean_shap
feat_mean_remaining_reinst,2.085415619692391,-1.2444520171163123
feat_mean_remaining_mig,1.5033229678966022,0.642225988530471
feat_mean_security_penalty,1.1177324959323038,1.0354873464669245
feat_max_security_penalty,0.4534063780618392,-0.4402794274621441
feat_max_network_penalty,0.369588998345282,-0.08519212305297498
feat_vim1_ram,0.29354273991484153,0.002734871941775871
feat_mean_network_penalty,0.26804321474390397,0.13025690064572895
feat_total_ues,0.18859444706488365,-0.050035643764044686
feat_vim0_cpu,0.17060970229235575,-0.10828155984679222
feat_vim1_cpu,0.15558190263394153,0.15489880318228544
feat_vim0_ram,0.126567292696166,-0.022999764044388887
feat_min_remaining_mig,0.041854996936185176,-0.01432995958907405
feat_mean_mtd_overhead,0.00023044539423303743,-3.3415891453834055e-05
feat_mean_dos_score,0.0,0.0
feat_max_dos_score,0.0,0.0
feat_mean_dataleak_score,0.0,0.0
feat_max_dataleak_score,0.0,0.0
feat_mean_apt_score,0.0,0.0
feat_min_remaining_reinst,0.0,0.0
feat_max_apt_score,0.0,0.0
feat_nb_resources,0.0,0.0
