feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_mean_remaining_mig,feat_mean_remaining_reinst,feat_total_ues,ci,cj,action
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,16.0,178.375,22.0,105.875,23.714284896850582,804.0,0.0,3,9,4
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,14.0,176.375,24.0,109.1875,69.0,910.2857055664062,16.0,3,10,3
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,18.0,184.5,20.0,105.25,151.7142791748047,978.5714111328124,26.0,3,11,11
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,16.0,178.375,26.0,115.25,266.28570556640625,1020.2857055664062,37.0,4,5,4
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,20.0,186.5,18.0,98.875,238.85714721679688,1012.2857055664062,37.0,4,6,9
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,26.0,196.625,14.0,95.0625,158.14285278320312,983.8571166992188,28.0,4,7,9
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,18.0,184.5,20.0,105.0,237.85714721679688,1012.0,37.0,4,8,6
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,20.0,186.5,20.0,105.0625,70.0,915.8571166992188,15.0,4,9,4
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,10.0,168.25,28.0,117.75,193.0,998.0,31.0,4,10,6
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,24.0,194.625,16.0,97.25,225.42857360839844,1008.4285888671876,43.0,4,11,6
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,14.0,172.25,24.0,113.0,272.1428527832031,1024.2857666015625,27.0,5,6,0
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,24.0,194.625,16.0,97.125,153.14285278320312,981.5714111328124,26.0,5,7,5
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,24.0,194.625,16.0,97.1875,222.7142791748047,1006.5714111328124,39.0,5,8,6
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,16.0,182.5,24.0,108.4375,31.85714340209961,862.7142944335938,7.0,5,9,6
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,16.0,182.5,22.0,107.375,149.2857208251953,977.2857055664062,23.0,5,10,11
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,26.0,196.625,12.0,93.0625,147.0,974.7142944335938,21.0,5,11,11
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,16.0,178.375,26.0,115.3125,168.14285278320312,987.2857055664062,35.0,6,7,6
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,16.0,178.375,24.0,113.0,273.5714416503906,1025.2857666015625,26.0,6,8,5
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,20.0,186.5,18.0,99.125,139.57142639160156,970.8571166992188,19.0,6,9,3
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,22.0,188.5,18.0,103.1875,170.42857360839844,987.7142944335938,35.0,6,10,5
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,20.0,186.5,18.0,99.125,263.8571472167969,1018.5714111328124,40.0,6,11,5
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,16.0,178.375,24.0,113.1875,137.7142791748047,970.8571166992188,18.0,7,8,1
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,22.0,192.625,18.0,97.625,11.285714149475098,737.7142944335938,0.0,7,9,7
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,22.0,192.625,18.0,98.4375,39.71428680419922,881.7142944335938,10.0,7,10,4
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,28.0,198.625,8.0,84.75,137.0,969.5714111328124,18.0,7,11,3
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,16.0,178.375,22.0,107.125,68.57142639160156,908.7142944335938,16.0,8,9,3
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,30.0,200.625,12.0,93.0625,217.2857208251953,1006.2857055664062,41.0,8,10,4
