feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_mean_remaining_mig,feat_mean_remaining_reinst,feat_total_ues,ci,cj,action
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,20.0,182.375,22.0,110.5625,97.71428680419922,950.7142944335938,12.0,3,11,5
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,14.0,176.375,22.0,106.375,131.2857208251953,977.5714111328124,21.0,4,5,0
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,24.0,190.5,16.0,100.5625,257.4285583496094,1019.4285888671876,28.0,4,6,7
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,22.0,188.5,18.0,102.75,51.28571319580078,858.2857055664062,9.0,4,7,8
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,18.0,180.375,18.0,102.75,51.28571319580078,858.1428833007812,10.0,4,8,3
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,22.0,192.625,18.0,98.625,266.4285583496094,1021.4285888671876,36.0,4,9,7
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,20.0,186.5,16.0,96.3125,222.7142791748047,1006.7142944335938,35.0,4,10,9
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,18.0,180.375,20.0,108.5,99.14286041259766,953.4285888671876,17.0,4,11,1
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,20.0,186.5,16.0,95.875,172.14285278320312,991.8571166992188,32.0,5,6,9
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,18.0,184.5,20.0,104.8125,62.57143020629883,879.2857055664062,14.0,5,7,5
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,26.0,196.625,12.0,92.0625,107.71428680419922,962.8571166992188,26.0,5,8,2
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,20.0,186.5,16.0,96.625,259.7142944335937,1020.2857055664062,35.0,5,9,7
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,20.0,186.5,18.0,102.25,199.5714263916016,998.2857055664062,37.0,5,10,7
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,22.0,188.5,16.0,100.6875,63.0,881.2857055664062,14.0,5,11,7
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,12.0,174.375,28.0,116.625,77.42857360839844,909.1428833007812,13.0,6,7,7
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,18.0,184.5,22.0,106.5625,86.85713958740234,928.0,22.0,6,8,2
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,24.0,190.5,16.0,100.5625,276.1428527832031,1025.857177734375,37.0,6,9,7
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,18.0,184.5,20.0,104.25,120.0,970.8571166992188,26.0,6,10,10
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,18.0,184.5,16.0,96.5625,239.7142791748047,1014.7142944335938,40.0,6,11,1
