shap_feat_max_apt_score,shap_feat_mean_apt_score,shap_feat_max_dataleak_score,shap_feat_mean_dataleak_score,shap_feat_max_dos_score,shap_feat_mean_dos_score,shap_feat_vim0_cpu,shap_feat_vim0_ram,shap_feat_vim1_cpu,shap_feat_vim1_ram,shap_feat_mean_remaining_mig,shap_feat_mean_remaining_reinst,shap_feat_total_ues,ci,cj,action
0.0,0.0,0.0,0.0,0.0,0.0,0.0206840033809523,0.0233983317142857,0.0034878207142857,0.008166583047619,-0.0019767289523809,0.0408684213809523,0.0037480687142857,0,1,7
0.0,0.0,0.0,0.0,0.0,0.0,-0.0086822739999999,-0.0023351449999999,-0.0089313386666666,-0.0075294416666666,-0.0051342256666666,-0.0086476576666666,0.0003161826666666,0,2,1
0.0,0.0,0.0,0.0,0.0,0.0,0.001106443,-0.003920529,0.001226827,0.0010248293333333,0.000150967,0.004732585,0.0022708376666666,0,3,6
0.0,0.0,0.0,0.0,0.0,0.0,-0.0011265815238095,0.0004913948095238,-0.0018130615238094,-4.445085714286376e-05,-0.0072768328571428,0.0105923664761904,-0.0046632145238095,0,4,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0104976953809523,0.009723419047619,-0.0374894726190476,-0.0123927399523809,0.0024208283809523,0.0289961637142857,-0.0249157939523809,0,5,1
0.0,0.0,0.0,0.0,0.0,0.0,-0.0248305268571427,0.0063425658095237,-0.0177859545238095,0.0045770581428571,0.0308807851428571,0.0333254768095237,0.0175077354761904,0,6,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0139813357619047,0.0045721667619047,0.0037819970952381,0.0020286257619047,0.0230965830952381,0.0299338217619047,0.0141006097619047,0,7,2
0.0,0.0,0.0,0.0,0.0,0.0,0.015038129095238,0.0154679707619047,-0.0055308515714286,0.0140848974285714,-0.0024852759047618,0.0384009750952381,0.016984655095238,0,8,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0051801663333333,0.0006160339999999,0.0040326073333333,0.0098537,-0.0010990163333333,0.0676886330000001,0.0077293756666666,0,9,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0077785986190476,0.0076544269523809,0.0138374236190476,-0.0013600707142857,0.0253437346190476,0.0001623359523809,0.0173501709523809,0,10,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0137407484285714,-0.0012894615714285,-0.0096533639047618,-0.0111531412380952,-0.0146705842380952,-0.0085495132380952,-0.0151920642380952,0,11,5
0.0,0.0,0.0,0.0,0.0,0.0,-0.0028586609523809,0.005518831047619,-0.0027149882857142,-0.0064587829523809,-0.0047610552857143,0.0116038333809523,-0.0041695569523809,1,2,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0042487677142857,0.005881326047619,-0.0019110412857143,0.0034383243809523,0.0135796303809523,0.046283508047619,0.0028609447142857,1,3,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0092953897142856,0.0030577557142856,0.0168206733809524,-0.0116237922857143,0.0266765483809524,0.0069119437142857,0.0196281013809523,1,4,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0089431167142857,0.0088006707142857,0.007613040047619,0.0076280847142857,0.0105192563809523,0.0165273167142856,0.0066509747142857,1,5,8
0.0,0.0,0.0,0.0,0.0,0.0,-0.0017188811904761,0.0101687558095237,0.0063801524761904,0.0118787221428571,0.0055519654761904,-0.0029984831904761,0.0069043884761904,1,6,5
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006710542380952,-0.0005186095714285,-0.0017302049047619,-0.0008145962380952,0.001532279095238,0.0141643047619047,0.0026819810952381,1,7,11
0.0,0.0,0.0,0.0,0.0,0.0,-0.0134633376190475,-0.0051225826190476,-0.011383267952381,-0.0152447546190476,0.025559615047619,0.0188499323809524,0.0111575353809523,1,8,2
0.0,0.0,0.0,0.0,0.0,0.0,-0.0388673039523809,-0.0162614896190476,-0.0325402089523809,-0.0179001066190476,0.0231615853809524,0.0911526087142857,-0.0024669849523809,1,9,1
0.0,0.0,0.0,0.0,0.0,0.0,-0.00943423,-0.0121226776666666,0.0004743963333333,-0.0016213036666666,-0.009696116,0.0153611016666666,-0.0052470106666666,1,10,4
0.0,0.0,0.0,0.0,0.0,0.0,-0.0172195205714285,-0.0214382145714285,0.0040588964285714,-0.0152287399047618,-0.0109880139047619,0.0105228524285714,-0.0056457599047619,1,11,7
