feature,mean_abs_shap,mean_shap
feat_mean_remaining_mig,0.8693419612597058,-0.15540635273885436
feat_mean_remaining_reinst,0.5612316576638413,0.23589285301957588
feat_mean_security_penalty,0.2227254629442969,0.10964472591646388
feat_total_ues,0.21100570443359834,-0.15237740332724928
feat_max_network_penalty,0.17337634259824655,0.013868699470737047
feat_mean_network_penalty,0.15158357073800338,0.0189343115253205
feat_vim1_ram,0.1306543542717526,-0.010104954552419025
feat_min_remaining_mig,0.11341684456171792,-0.08409194832689611
feat_max_security_penalty,0.09203115198246818,0.015739863292555858
feat_vim1_cpu,0.05717939733604926,-0.0032887060959563164
feat_vim0_ram,0.05267847626825039,0.00017852832168254687
feat_vim0_cpu,0.036551910568694515,0.010139264380842616
feat_mean_mtd_overhead,0.0009636884409896352,0.0008711191141979359
feat_mean_dos_score,0.0,0.0
feat_max_dos_score,0.0,0.0
feat_mean_dataleak_score,0.0,0.0
feat_max_dataleak_score,0.0,0.0
feat_min_remaining_reinst,0.0,0.0
feat_mean_apt_score,0.0,0.0
feat_max_apt_score,0.0,0.0
feat_nb_resources,0.0,0.0
