feature,mean_abs_shap,mean_shap
feat_mean_network_penalty,0.49121621255351,-0.33419051952847356
feat_max_network_penalty,0.44740739257202433,0.290007886230614
feat_mean_security_penalty,0.36091408963472854,0.30815468994753087
feat_mean_remaining_mig,0.3358341132771215,-0.052478024338438956
feat_mean_remaining_reinst,0.32804849270868985,-0.08487037425983752
feat_vim1_ram,0.23804005962098232,-0.031741430054500114
feat_max_security_penalty,0.21590083948015432,-0.08674999920924811
feat_total_ues,0.14589163366662924,-0.04758363009930518
feat_vim0_ram,0.09497122237053242,0.011489592870251194
feat_vim0_cpu,0.08240975120951452,0.0078224692471246
feat_min_remaining_mig,0.048281274593251586,0.013326355897149644
feat_vim1_cpu,0.03365827621365047,0.0067786661513683085
feat_mean_mtd_overhead,6.603949063645504e-05,3.4317145766022994e-05
feat_mean_dos_score,0.0,0.0
feat_max_dos_score,0.0,0.0
feat_mean_dataleak_score,0.0,0.0
feat_max_dataleak_score,0.0,0.0
feat_mean_apt_score,0.0,0.0
feat_min_remaining_reinst,0.0,0.0
feat_max_apt_score,0.0,0.0
feat_nb_resources,0.0,0.0
