feature,mean_abs_shap,mean_shap
feat_mean_remaining_mig,1.0675587657019827,-0.38830343363405595
feat_mean_remaining_reinst,0.9153443058428793,0.4653204593635295
feat_mean_security_penalty,0.28333730913145866,-0.05436811096225167
feat_mean_network_penalty,0.2823263050591914,-0.1850770681919134
feat_max_network_penalty,0.2484825511799228,0.2052452141348826
feat_total_ues,0.19034905449373896,0.04645144992970284
feat_vim1_ram,0.16030039038074106,-0.009772364790126636
feat_max_security_penalty,0.1062035550860101,-0.060068985011643074
feat_vim0_cpu,0.07686187535289618,-0.0035795397075406897
feat_vim1_cpu,0.04221750545028403,-0.0005764626281860509
feat_vim0_ram,0.03899180390890025,0.002654818942514299
feat_min_remaining_mig,0.03640681696429385,-0.01792402968277626
feat_mean_mtd_overhead,3.960350704612389e-06,-1.947762136219109e-06
feat_mean_dos_score,0.0,0.0
feat_max_dos_score,0.0,0.0
feat_mean_dataleak_score,0.0,0.0
feat_max_dataleak_score,0.0,0.0
feat_mean_apt_score,0.0,0.0
feat_min_remaining_reinst,0.0,0.0
feat_max_apt_score,0.0,0.0
feat_nb_resources,0.0,0.0
