feature,mean_abs_shap,mean_shap
feat_mean_remaining_reinst,0.6218398801768887,-0.47411016344766205
feat_mean_remaining_mig,0.6014550440851465,0.1682285355387093
feat_mean_network_penalty,0.4740847895962575,0.361647591148583
feat_max_network_penalty,0.4363951350344444,-0.3560476331269496
feat_mean_security_penalty,0.2550513670180965,0.2516645207439597
feat_vim1_ram,0.1564028557275002,-0.016126388745098117
feat_total_ues,0.12627334293755985,-0.007473624026168927
feat_vim1_cpu,0.07548880927860019,0.015189625011960922
feat_vim0_ram,0.07233989673180273,0.021602576500761885
feat_min_remaining_mig,0.054527824548435806,0.03694004525983712
feat_vim0_cpu,0.04855569194325133,-3.747543159292777e-05
feat_max_security_penalty,0.01194132474822016,-0.0015420406810497769
feat_mean_mtd_overhead,0.0003576957346928383,6.443125470931962e-05
feat_mean_dos_score,0.0,0.0
feat_max_dos_score,0.0,0.0
feat_mean_dataleak_score,0.0,0.0
feat_max_dataleak_score,0.0,0.0
feat_min_remaining_reinst,0.0,0.0
feat_mean_apt_score,0.0,0.0
feat_max_apt_score,0.0,0.0
feat_nb_resources,0.0,0.0
