feature,mean_abs_shap,mean_shap
feat_mean_security_penalty,0.5720550314320222,-0.4716391923073419
feat_mean_remaining_reinst,0.5014482649616275,0.2779709034323263
feat_max_network_penalty,0.3325914205163227,-0.21688194344130443
feat_mean_network_penalty,0.32189542568763035,0.2326856557040645
feat_mean_remaining_mig,0.25504543061102947,0.18430828844188993
feat_vim1_ram,0.18803317745717818,-0.013635395712935318
feat_total_ues,0.13321164360290702,0.10303714426986861
feat_vim0_ram,0.11605349411943372,-0.026437711663489277
feat_max_security_penalty,0.08875943856503661,-0.0035574654739869683
feat_min_remaining_mig,0.06913542047234982,-0.060214327377728305
feat_vim1_cpu,0.048473748790891086,-0.009058288518865074
feat_vim0_cpu,0.04439435143198265,0.0033444759667240775
feat_mean_mtd_overhead,0.0001336408866414803,7.785668077815666e-05
feat_mean_dos_score,0.0,0.0
feat_max_dos_score,0.0,0.0
feat_mean_dataleak_score,0.0,0.0
feat_max_dataleak_score,0.0,0.0
feat_min_remaining_reinst,0.0,0.0
feat_mean_apt_score,0.0,0.0
feat_max_apt_score,0.0,0.0
feat_nb_resources,0.0,0.0
