feature,mean_abs_shap,mean_shap
feat_mean_remaining_mig,0.5394427759528628,0.5378561285385522
feat_mean_remaining_reinst,0.4555424627828306,-0.33618191325855545
feat_mean_network_penalty,0.4099274701077196,-0.3323861801230091
feat_max_network_penalty,0.31423827358411244,0.22252297939247223
feat_mean_security_penalty,0.22171414887492555,-0.11902250788607495
feat_vim1_ram,0.21805841036464757,-0.14188199608748445
feat_total_ues,0.17884931975631566,0.07765583438985112
feat_vim1_cpu,0.08826159085978107,0.08112141709745678
feat_vim0_ram,0.08366318352260627,-0.0094558086306908
feat_vim0_cpu,0.05735348894943476,0.028868613496049394
feat_max_security_penalty,0.03613737654033507,-0.014392803739777119
feat_min_remaining_mig,0.02174609166256863,0.005294279502457097
feat_mean_mtd_overhead,0.00023454965434296625,1.9573087550743483e-06
feat_mean_dos_score,0.0,0.0
feat_max_dos_score,0.0,0.0
feat_mean_dataleak_score,0.0,0.0
feat_max_dataleak_score,0.0,0.0
feat_min_remaining_reinst,0.0,0.0
feat_mean_apt_score,0.0,0.0
feat_max_apt_score,0.0,0.0
feat_nb_resources,0.0,0.0
