feature,mean_abs_shap,mean_shap
feat_mean_remaining_reinst,0.7807500379137967,-0.37268435633431457
feat_mean_remaining_mig,0.4254705227582532,0.36337299006447826
feat_max_network_penalty,0.2957023942535577,0.1596228632851602
feat_mean_security_penalty,0.2430205731158587,0.07480921158236502
feat_mean_network_penalty,0.2291666269366767,-0.06251801784226421
feat_vim1_ram,0.22200608123473378,-0.15456293652641365
feat_total_ues,0.21023928311048265,-0.15027950537540405
feat_vim0_ram,0.15476994832083094,0.11657912301556861
feat_min_remaining_mig,0.09991656294485228,0.02084387937927881
feat_vim0_cpu,0.043485495921626295,-0.014157903524838618
feat_max_security_penalty,0.040561771407254886,0.015734280973179103
feat_vim1_cpu,0.035414155842347486,0.0033960801928349456
feat_mean_mtd_overhead,0.00043621274437946356,-0.00015570888963424632
feat_mean_dos_score,0.0,0.0
feat_max_dos_score,0.0,0.0
feat_mean_dataleak_score,0.0,0.0
feat_max_dataleak_score,0.0,0.0
feat_mean_apt_score,0.0,0.0
feat_min_remaining_reinst,0.0,0.0
feat_max_apt_score,0.0,0.0
feat_nb_resources,0.0,0.0
