feature,mean_abs_shap,mean_shap
feat_mean_remaining_reinst,2.1497529517123715,-0.8678563862996309
feat_max_network_penalty,1.0837342430522339,-0.15510763659452306
feat_mean_remaining_mig,1.024504792491652,0.38856202800753514
feat_mean_network_penalty,0.7432115423271998,0.24994322402371863
feat_mean_security_penalty,0.7406565762942742,0.2921521418523683
feat_total_ues,0.2723584603921442,0.008972837759155495
feat_vim1_ram,0.2203278712783522,0.08856187774443085
feat_vim0_ram,0.10858469977989532,-0.040419402162199775
feat_vim1_cpu,0.10080571682612256,-0.03437886144014139
feat_vim0_cpu,0.0909061065213705,-0.01988090404118385
feat_max_security_penalty,0.08746069641705718,0.08138711677109287
feat_min_remaining_mig,0.040048822245752555,0.007646646472310195
feat_mean_mtd_overhead,0.0006018931284789416,0.00041731790706787074
feat_mean_dos_score,0.0,0.0
feat_max_dos_score,0.0,0.0
feat_mean_dataleak_score,0.0,0.0
feat_max_dataleak_score,0.0,0.0
feat_min_remaining_reinst,0.0,0.0
feat_mean_apt_score,0.0,0.0
feat_max_apt_score,0.0,0.0
feat_nb_resources,0.0,0.0
