feature,mean_abs_shap,mean_shap
feat_mean_security_penalty,0.8627885461071977,-0.13616137537698372
feat_max_network_penalty,0.5632633120341386,-0.17203651922513868
feat_mean_network_penalty,0.45689999570104317,0.13244466288944537
feat_mean_remaining_mig,0.37818059808888554,0.18073033852597684
feat_mean_remaining_reinst,0.36481290914703673,-0.07872087926188698
feat_total_ues,0.20955644072699967,0.0017277430557221236
feat_vim1_ram,0.20776215423007052,-0.04347463884058029
feat_vim0_ram,0.17733135037562062,0.13684923219872375
feat_max_security_penalty,0.1456452913187257,0.035844534654914176
feat_vim1_cpu,0.12594293959608396,-0.0764984908512246
feat_min_remaining_mig,0.06228085624237966,0.019803242098559208
feat_vim0_cpu,0.04058641874447446,-0.0004733726663585511
feat_mean_mtd_overhead,0.0006528843030504739,-3.4477201169102564e-05
feat_mean_dos_score,0.0,0.0
feat_max_dos_score,0.0,0.0
feat_mean_dataleak_score,0.0,0.0
feat_max_dataleak_score,0.0,0.0
feat_min_remaining_reinst,0.0,0.0
feat_mean_apt_score,0.0,0.0
feat_max_apt_score,0.0,0.0
feat_nb_resources,0.0,0.0
