feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_mean_remaining_mig,feat_mean_remaining_reinst,feat_total_ues,ci,cj,action
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,18.0,184.5,22.0,106.5,34.42856979370117,869.7142944335938,7.0,0,1,7
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,10.0,172.375,30.0,119.75,190.7142791748047,997.1428833007812,31.0,0,2,7
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,24.0,194.625,16.0,97.125,91.71428680419922,934.8571166992188,20.0,0,3,2
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,22.0,192.625,18.0,99.125,162.42857360839844,984.7142944335938,29.0,0,4,9
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,18.0,184.5,22.0,107.125,107.71428680419922,947.0,12.0,0,5,8
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,24.0,194.625,16.0,97.125,156.85714721679688,983.1428833007812,28.0,0,6,6
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,22.0,192.625,16.0,96.375,29.28571510314941,847.4285888671875,7.0,0,7,4
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,16.0,182.5,26.0,111.75,196.7142791748047,999.5714111328124,35.0,0,8,10
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,18.0,184.5,22.0,105.75,20.85714340209961,787.7142944335938,0.0,0,9,4
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,20.0,186.5,18.0,103.0,72.57142639160156,919.7142944335938,15.0,0,10,5
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,24.0,194.625,16.0,97.125,157.2857208251953,983.2857055664062,28.0,0,11,1
5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,20.0,190.625,18.0,99.125,161.57142639160156,984.5714111328124,29.0,1,2,6
