shap_feat_max_apt_score,shap_feat_mean_apt_score,shap_feat_max_dataleak_score,shap_feat_mean_dataleak_score,shap_feat_max_dos_score,shap_feat_mean_dos_score,shap_feat_vim0_cpu,shap_feat_vim0_ram,shap_feat_vim1_cpu,shap_feat_vim1_ram,shap_feat_mean_remaining_mig,shap_feat_mean_remaining_reinst,shap_feat_total_ues,ci,cj,action
0.0,0.0,0.0,0.0,0.0,0.0,0.0010932213809524,0.000699837047619,0.0010796837142857,0.0009989553809523,-0.0002462562857142,-0.0004977726190476,-0.0007759686190476,0,1,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0004937325714285,-0.0009516677619047,0.0001943449047619,-0.0002128054285714,4.544790476191068e-05,-0.0005952297619047,-0.0002481224285713,0,2,8
0.0,0.0,0.0,0.0,0.0,0.0,8.911323809524929e-05,0.0003668379047619,0.0005657509047618,0.0002943145714285,0.0010163382380952,0.0011458405714285,0.0005355045714285,0,3,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0011251192380952,0.0012639325714285,0.0009061405714285,0.0006719835714285,-0.0012594317619047,-0.0009882837619047,0.0006322395714285,0,4,8
0.0,0.0,0.0,0.0,0.0,0.0,7.072261904763309e-05,0.0004510729523809,0.0002939346190476,0.0001414566190476,0.0007883412857143,0.0018523672857142,0.0004548046190476,0,5,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0003259658571428,-0.0006410958095237,0.0002997318571428,5.026852380952095e-05,-0.0022870178095237,-0.0021601784761904,-0.0005859741428571,0,6,8
0.0,0.0,0.0,0.0,0.0,0.0,-3.808333333332769e-05,0.0007725463333333,0.0001400813333333,7.193600000000577e-05,0.0001811063333333,0.0,0.0005371133333333,0,7,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0001633004444444,-0.0004282362222222,0.0,-0.0002689785555555,-0.0019186835555555,-0.0022013698888888,-0.0004173322222222,0,8,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0011058098571428,0.0009539305238095,0.0001749721904761,0.0018835168571428,0.0016677978571428,0.0020788128571428,0.0021341998571428,0,9,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0002626055238095,-0.0003187034761904,0.0010988275238095,0.0004072661904761,0.0004959758571428,0.0002357715238095,0.0001329568571428,0,10,8
0.0,0.0,0.0,0.0,0.0,0.0,0.000965746047619,-0.0011642836190476,0.0002309003809524,0.0003377897142857,0.000302462047619,0.0001396187142857,0.0008354667142857,0,11,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0007675636190476,0.0009609559523809,0.0002267442857142,0.0001732332857142,-0.0002854157142856,-0.0008297697142856,0.0006083882857143,1,2,8
