step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,weighted_resource_diff,weighted_network_diff,weighted_security_diff,best_weighted_q_resource,best_weighted_q_network,best_weighted_q_security,alt_weighted_q_resource,alt_weighted_q_network,alt_weighted_q_security,prob_action_0,prob_action_1,prob_action_2,prob_action_3,prob_action_4,prob_action_5,prob_action_6,prob_action_7,prob_action_8,prob_action_9,prob_action_10,prob_action_11,max_prob,max_prob_action,policy_entropy,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_mean_security_penalty,feat_max_security_penalty,feat_security_penalty_cumul,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_mtd_overhead,feat_min_remaining_mig,feat_mean_remaining_mig,feat_min_remaining_reinst,feat_mean_remaining_reinst,feat_steps_since_last_mtd,feat_total_ues,feat_nb_resources
1520,EUPG,MORL_vec,MORL_RDX,8,3,3,0,"Action 8 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 8 is better on Resource, Network, worse on Security. Per-component: Resource: gains 0.965 weighted; Network: gains 1.535 weighted; Security: loses 0.659 weighted.",0.965448,1.5350567,-0.6587769,-10.863467,6.5971737,-541.9918,-11.828915,5.0621166,-541.333,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,16.0,100.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8008487224578857,4.59375,4254.73046875,0.013975143432617188,0.05328369140625,0.0819789320230484,45.0,180.14285278320312,0.0,969.2857055664062,0.0,21.0,7.0
1521,EUPG,MORL_vec,MORL_RDX,4,3,3,0,"Action 4 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 4 is better on Network, Security, worse on Resource. Per-component: Resource: loses 3.270 weighted; Network: gains 2.812 weighted; Security: gains 0.089 weighted.",-3.2701843,2.8123817,0.089025885,-13.868942,9.765117,-541.5139,-10.598758,6.9527354,-541.60297,0.05895,0.117363,0.084581,0.141107,0.081386,0.049041,0.123218,0.059818,0.106205,0.057671,0.031885,0.088776,0.141107,3,2.409606,22.0,188.5,16.0,96.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8008487224578857,4.59375,4257.53125,0.041043419390916824,0.191162109375,0.0819789320230484,45.0,180.14285278320312,0.0,969.1428833007812,0.0,20.0,7.0
1522,EUPG,MORL_vec,MORL_RDX,4,3,3,0,"Action 4 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 4 is better on Network, Security, worse on Resource. Per-component: Resource: loses 2.220 weighted; Network: gains 2.329 weighted; Security: gains 1.564 weighted.",-2.2197633,2.3290057,1.5637208,-15.011118,7.108414,-541.6379,-12.791354,4.7794085,-543.2016,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,16.0,96.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8008487224578857,4.59375,4260.33203125,0.0071588242426514626,0.0301361083984375,0.0819789320230484,45.0,180.14285278320312,0.0,969.0,1.0,20.0,7.0
1523,EUPG,MORL_vec,MORL_RDX,3,3,1,1,Action 3 was executed and matches the highest-probability action (action 3). Compared to next-best action 1: lower Q on all objectives vs next-best. Per-component: Resource: loses 5.291 weighted; Network: loses 0.657 weighted; Security: loses 0.406 weighted.,-5.290831,-0.6574122,-0.40583497,-10.730199,5.068022,-541.8704,-5.439368,5.7254343,-541.4646,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,16.0,96.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8008487224578857,4.59375,4263.1328125,0.013957432471215725,0.05328369140625,0.0819789320230484,45.0,180.14285278320312,0.0,969.0,0.0,20.0,7.0
1524,EUPG,MORL_vec,MORL_RDX,0,3,3,0,Action 0 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 0 is better on all objectives. Per-component: Resource: gains 0.918 weighted; Network: gains 1.882 weighted; Security: gains 2.684 weighted.,0.9181679,1.8820162,2.6835206,-11.079883,4.6066384,-543.2537,-11.998051,2.724622,-545.9372,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,18.0,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8011279106140137,4.59375,4265.93359375,0.01402446161955595,0.07806396484375,0.0819789320230484,45.0,180.0,0.0,969.0,1.0,20.0,7.0
1525,EUPG,MORL_vec,MORL_RDX,9,3,3,0,"Action 9 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 9 is better on Network, Security, worse on Resource. Per-component: Resource: loses 0.578 weighted; Network: gains 1.156 weighted; Security: gains 1.830 weighted.",-0.57810515,1.1559806,1.8296632,-8.708686,5.046889,-543.9338,-8.13058,3.890908,-545.7634,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,190.5,18.0,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8011279106140137,4.59375,4268.734375,0.03345952555537224,0.1910400390625,0.0819789320230484,45.0,180.0,0.0,969.0,0.0,20.0,7.0
1526,EUPG,MORL_vec,MORL_RDX,4,1,1,0,"Action 4 was executed via stochastic sampling; the highest-probability action (action 1) was not chosen. Relative to the highest-probability action: action 4 is better on Resource, Security, worse on Network. Per-component: Resource: gains 4.405 weighted; Network: loses 4.081 weighted; Security: gains 0.321 weighted.",4.40483,-4.0812387,0.32080078,-2.9777088,2.4197237,-546.4901,-7.382539,6.5009627,-546.8109,0.076259,0.130093,0.084613,0.126578,0.058881,0.038942,0.10996,0.068447,0.091004,0.071572,0.03789,0.10576,0.130093,1,2.42012,24.0,190.5,18.0,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8008487224578857,4.59375,4271.53515625,0.007045745849609375,0.0291900634765625,0.0819789320230484,45.0,179.85714721679688,0.0,969.0,0.0,20.0,7.0
1527,EUPG,MORL_vec,MORL_RDX,4,3,3,0,"Action 4 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 4 is better on Resource, worse on Network, Security. Per-component: Resource: gains 3.740 weighted; Network: loses 1.937 weighted; Security: loses 2.226 weighted.",3.740112,-1.9373485,-2.226343,-4.6166987,-0.42126966,-553.81573,-8.356811,1.5160788,-551.5894,0.078136,0.127086,0.094119,0.133602,0.065933,0.035391,0.113207,0.066466,0.102652,0.059549,0.032488,0.091371,0.133602,3,2.408686,24.0,190.5,16.0,100.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8011279106140137,4.59375,4274.3359375,0.7777434587478638,5.40234375,0.0819789320230484,45.0,179.85714721679688,0.0,968.8571166992188,1.0,20.0,7.0
1528,EUPG,MORL_vec,MORL_RDX,9,3,3,0,"Action 9 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 9 is better on Network, Security, worse on Resource. Per-component: Resource: loses 2.506 weighted; Network: gains 0.851 weighted; Security: gains 1.858 weighted.",-2.506092,0.8509014,1.8578248,-9.426804,4.090723,-546.4955,-6.9207115,3.2398214,-548.35333,0.078132,0.127084,0.094117,0.133604,0.065936,0.035394,0.113209,0.066465,0.102653,0.059548,0.032488,0.09137,0.133604,3,2.408687,24.0,190.5,16.0,100.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8014068603515625,4.59375,4277.13671875,0.7784598469734192,5.40234375,0.0819789320230484,45.0,179.85714721679688,0.0,968.8571166992188,2.0,20.0,7.0
1529,EUPG,MORL_vec,MORL_RDX,4,3,3,0,"Action 4 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 4 is better on Resource, worse on Network, Security. Per-component: Resource: gains 0.801 weighted; Network: loses 0.058 weighted; Security: loses 3.300 weighted.",0.8005005,-0.05765677,-3.3004029,-5.017008,4.7051163,-547.33356,-5.817508,4.762773,-544.0332,0.061093,0.118561,0.085689,0.140377,0.079572,0.047305,0.122148,0.06057,0.105788,0.05788,0.031951,0.089066,0.140377,3,2.410117,24.0,190.5,16.0,100.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8014068603515625,4.59375,4279.9375,0.7779917120933533,5.40234375,0.0819789320230484,45.0,179.85714721679688,0.0,968.8571166992188,3.0,20.0,7.0
1530,EUPG,MORL_vec,MORL_RDX,10,3,3,0,"Action 10 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 10 is better on Resource, worse on Network, Security. Per-component: Resource: gains 0.750 weighted; Network: loses 0.501 weighted; Security: loses 2.577 weighted.",0.7498867,-0.5010933,-2.5766602,-4.3056808,5.938948,-541.4468,-5.0555673,6.4400415,-538.8701,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409606,24.0,190.5,18.0,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8014068603515625,4.59375,4282.73828125,0.7849230170249939,5.40234375,0.0819789320230484,45.0,179.85714721679688,0.0,968.8571166992188,0.0,20.0,7.0
1531,EUPG,MORL_vec,MORL_RDX,3,3,9,1,Action 3 was executed and matches the highest-probability action (action 3). Compared to next-best action 9: lower Q on all objectives vs next-best. Per-component: Resource: loses 2.091 weighted; Network: loses 0.613 weighted; Security: loses 0.112 weighted.,-2.0906308,-0.6125685,-0.112097174,-6.3674984,6.626305,-535.6597,-4.276868,7.2388735,-535.5476,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,26.0,192.5,16.0,100.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8008487224578857,4.59375,4285.5390625,0.7782565355300903,5.40234375,0.0819789320230484,45.0,179.7142791748047,0.0,968.8571166992188,0.0,20.0,7.0
1532,EUPG,MORL_vec,MORL_RDX,0,3,3,0,Action 0 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 0 is better on all objectives. Per-component: Resource: gains 1.212 weighted; Network: gains 1.264 weighted; Security: gains 1.443 weighted.,1.2121223,1.2637945,1.4434571,-9.447463,5.079874,-536.3125,-10.659585,3.8160794,-537.756,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,190.5,16.0,100.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8008487224578857,4.59375,4288.33984375,0.06037112697958946,0.380615234375,0.0819789320230484,45.0,179.57142639160156,0.0,968.8571166992188,1.0,20.0,7.0
1533,EUPG,MORL_vec,MORL_RDX,6,3,3,0,"Action 6 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 6 is better on Resource, worse on Network, Security. Per-component: Resource: gains 2.958 weighted; Network: loses 0.211 weighted; Security: loses 1.259 weighted.",2.9578469,-0.2114173,-1.2592896,-7.440188,4.010799,-535.51996,-10.398035,4.222216,-534.2607,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,190.5,16.0,100.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8008487224578857,4.59375,4291.140625,0.7777682542800903,5.40234375,0.0819789320230484,45.0,179.57142639160156,0.0,968.8571166992188,0.0,20.0,7.0
1534,EUPG,MORL_vec,MORL_RDX,4,3,3,0,Action 4 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 4 is better on all objectives. Per-component: Resource: gains 1.686 weighted; Network: gains 2.516 weighted; Security: gains 3.386 weighted.,1.6864098,2.5155413,3.3864625,-7.422657,7.625989,-527.61444,-9.109067,5.1104474,-531.0009,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,190.5,16.0,100.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8014068603515625,4.59765625,4293.94140625,0.8044823408126831,5.40234375,0.0819789320230484,45.0,179.57142639160156,0.0,968.7142944335938,0.0,20.0,7.0
1535,EUPG,MORL_vec,MORL_RDX,1,3,3,0,Action 1 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 1 is better on all objectives. Per-component: Resource: gains 7.883 weighted; Network: gains 3.236 weighted; Security: gains 1.835 weighted.,7.8831606,3.2358387,1.8351929,-3.0533655,7.5382338,-526.9285,-10.936526,4.3023953,-528.76373,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,16.0,100.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8014068603515625,4.59765625,4296.7421875,0.7778993248939514,5.40234375,0.0819789320230484,45.0,179.57142639160156,0.0,968.5714111328125,0.0,20.0,7.0
1536,EUPG,MORL_vec,MORL_RDX,1,3,3,0,"Action 1 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 1 is better on Resource, worse on Network, Security. Per-component: Resource: gains 1.287 weighted; Network: loses 0.379 weighted; Security: loses 0.026 weighted.",1.2873688,-0.3789528,-0.026110841,-6.899261,6.395882,-522.80505,-8.186629,6.774835,-522.77893,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,18.0,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8016858100891113,4.59765625,4299.54296875,0.7919632792472839,5.40234375,0.0819789320230484,45.0,179.42857360839844,0.0,968.5714111328125,1.0,20.0,7.0
1537,EUPG,MORL_vec,MORL_RDX,7,3,3,0,"Action 7 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 7 is better on Resource, worse on Network, Security. Per-component: Resource: gains 1.758 weighted; Network: loses 1.323 weighted; Security: loses 0.299 weighted.",1.7583894,-1.3228793,-0.29879153,-5.3078423,5.831387,-518.6786,-7.0662317,7.1542664,-518.37976,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,20.0,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8016858100891113,4.59765625,4302.34375,0.7781162261962891,5.40234375,0.0819789320230484,45.0,179.42857360839844,0.0,968.5714111328125,0.0,20.0,7.0
1538,EUPG,MORL_vec,MORL_RDX,6,3,3,0,Action 6 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 6 is better on all objectives. Per-component: Resource: gains 2.200 weighted; Network: gains 0.457 weighted; Security: gains 1.093 weighted.,2.1995676,0.4570124,1.0934327,-2.946945,8.461707,-513.8248,-5.1465125,8.004695,-514.9183,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,16.0,178.375,22.0,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8016858100891113,4.59765625,4305.14453125,0.03369903564453125,0.190673828125,0.0819789320230484,45.0,179.2857208251953,0.0,968.5714111328125,0.0,20.0,7.0
1539,EUPG,MORL_vec,MORL_RDX,1,3,3,0,"Action 1 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 1 is better on Security, worse on Resource, Network. Per-component: Resource: loses 1.047 weighted; Network: loses 0.148 weighted; Security: gains 0.020 weighted.",-1.04749,-0.14775582,0.020434571,-5.325572,6.907037,-512.505,-4.278082,7.0547924,-512.5254,0.058878,0.117872,0.083988,0.140559,0.080848,0.049256,0.122896,0.059934,0.105442,0.058373,0.032179,0.089774,0.140559,3,2.410611,16.0,178.375,20.0,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8016858100891113,4.59765625,4307.9453125,0.006350926123559475,0.025848388671875,0.0819789320230484,45.0,179.2857208251953,0.0,968.4285888671875,0.0,20.0,7.0
1540,EUPG,MORL_vec,MORL_RDX,11,3,3,0,Action 11 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 11 is better on all objectives. Per-component: Resource: gains 0.640 weighted; Network: gains 2.228 weighted; Security: gains 0.422 weighted.,0.63956547,2.2284527,0.4216553,-3.1212804,8.620242,-509.60904,-3.760846,6.39179,-510.0307,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,16.0,178.375,22.0,110.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8016858100891113,4.59765625,4310.744140625,0.03403254970908165,0.217529296875,0.0819789320230484,45.0,179.14285278320312,0.0,968.4285888671875,0.0,20.0,7.0
1541,EUPG,MORL_vec,MORL_RDX,9,3,3,0,"Action 9 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 9 is better on Network, Security, worse on Resource. Per-component: Resource: loses 0.021 weighted; Network: gains 3.885 weighted; Security: gains 1.586 weighted.",-0.020726396,3.8847766,1.5856568,-3.7893848,10.407671,-505.9481,-3.7686584,6.522894,-507.53372,0.058949,0.117364,0.084579,0.141106,0.081385,0.049042,0.123217,0.059818,0.106204,0.057673,0.031886,0.088778,0.141106,3,2.409608,18.0,180.375,22.0,110.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,4313.54296875,0.033885955810546875,0.191650390625,0.0819789320230484,44.0,179.0,0.0,968.4285888671875,0.0,20.0,7.0
1542,EUPG,MORL_vec,MORL_RDX,2,3,3,0,Action 2 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 2 is better on all objectives. Per-component: Resource: gains 0.892 weighted; Network: gains 1.397 weighted; Security: gains 1.254 weighted.,0.8916916,1.3967532,1.2535034,-2.9668012,8.229223,-503.00565,-3.8584926,6.83247,-504.25916,0.058946,0.117382,0.084558,0.141086,0.081365,0.04905,0.123206,0.059822,0.106176,0.057698,0.031896,0.088814,0.141086,3,2.409645,18.0,180.375,24.0,112.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,4316.341796875,0.7851464152336121,5.40234375,0.0819789320230484,44.0,178.85714721679688,0.0,968.4285888671875,0.0,20.0,7.0
1543,EUPG,MORL_vec,MORL_RDX,9,3,3,0,"Action 9 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 9 is better on Resource, Network, worse on Security. Per-component: Resource: gains 2.434 weighted; Network: gains 0.665 weighted; Security: loses 0.527 weighted.",2.4341629,0.6651444,-0.52727056,-2.3141935,8.944647,-504.22638,-4.7483563,8.279502,-503.6991,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,18.0,180.375,22.0,110.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,4319.140625,1.5491905212402344,5.40234375,0.0819789320230484,44.0,178.85714721679688,0.0,968.2857055664062,1.0,20.0,7.0
1544,EUPG,MORL_vec,MORL_RDX,11,3,3,0,"Action 11 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 11 is better on Resource, Security, worse on Network. Per-component: Resource: gains 2.693 weighted; Network: loses 1.846 weighted; Security: gains 0.499 weighted.",2.6930828,-1.8462313,0.49907228,-2.756878,7.391915,-500.7773,-5.4499607,9.238146,-501.2764,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,16.0,178.375,24.0,112.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,4321.939453125,1.5491002798080444,5.40234375,0.0819789320230484,44.0,178.85714721679688,0.0,968.2857055664062,2.0,20.0,7.0
1545,EUPG,MORL_vec,MORL_RDX,1,3,3,0,"Action 1 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 1 is better on Resource, worse on Network, Security. Per-component: Resource: gains 1.097 weighted; Network: loses 1.413 weighted; Security: loses 1.466 weighted.",1.0966443,-1.4126885,-1.465796,-4.4074907,8.252766,-500.98633,-5.5041347,9.665454,-499.52054,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,20.0,104.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,4324.73828125,0.7779334187507629,5.40234375,0.0819789320230484,44.0,178.85714721679688,0.0,968.2857055664062,3.0,19.0,7.0
1546,EUPG,MORL_vec,MORL_RDX,7,3,3,0,"Action 7 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 7 is better on Resource, worse on Network, Security. Per-component: Resource: gains 1.118 weighted; Network: loses 1.959 weighted; Security: loses 1.340 weighted.",1.1184479,-1.9589849,-1.3403687,-3.90547,8.326478,-499.97635,-5.0239177,10.285462,-498.636,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,22.0,106.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,4327.537109375,0.013647079467773438,0.053375244140625,0.0819789320230484,44.0,178.85714721679688,0.0,968.2857055664062,0.0,19.0,7.0
1547,EUPG,MORL_vec,MORL_RDX,8,3,3,0,Action 8 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 8 is worse on all objectives. Per-component: Resource: loses 1.616 weighted; Network: loses 4.640 weighted; Security: loses 2.957 weighted.,-1.6155576,-4.6402326,-2.95719,-5.9573865,6.27078,-502.3282,-4.341829,10.911013,-499.371,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,18.0,98.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,4330.3359375,0.006191798485815525,0.0234222412109375,0.0819789320230484,44.0,178.7142791748047,0.0,968.2857055664062,1.0,19.0,7.0
1548,EUPG,MORL_vec,MORL_RDX,4,3,3,0,Action 4 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 4 is worse on all objectives. Per-component: Resource: loses 1.826 weighted; Network: loses 1.408 weighted; Security: loses 0.885 weighted.,-1.8255436,-1.4082196,-0.884729,-6.3023024,8.023629,-501.47885,-4.4767585,9.431849,-500.59412,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,194.625,18.0,98.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,4333.134765625,0.03347969055175781,0.213134765625,0.0819789320230484,44.0,178.7142791748047,0.0,968.2857055664062,0.0,19.0,7.0
1549,EUPG,MORL_vec,MORL_RDX,3,3,10,1,Action 3 was executed and matches the highest-probability action (action 3). Compared to next-best action 10: lower Q on all objectives vs next-best. Per-component: Resource: loses 5.359 weighted; Network: loses 1.935 weighted; Security: loses 2.527 weighted.,-5.358825,-1.9352715,-2.5274782,-6.678375,6.340046,-504.29614,-1.3195498,8.275317,-501.76865,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,192.625,18.0,98.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,4335.93359375,0.00629125302657485,0.024261474609375,0.0819789320230484,44.0,178.7142791748047,0.0,968.1428833007812,1.0,19.0,7.0
1550,EUPG,MORL_vec,MORL_RDX,3,3,10,1,Action 3 was executed and matches the highest-probability action (action 3). Compared to next-best action 10: lower Q on all objectives vs next-best. Per-component: Resource: loses 3.809 weighted; Network: loses 2.687 weighted; Security: loses 2.348 weighted.,-3.8087864,-2.686864,-2.3475952,-4.5734377,5.8242984,-503.2766,-0.764651,8.511163,-500.92902,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,194.625,18.0,98.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,4338.732421875,0.013742719776928425,0.05389404296875,0.0819789320230484,44.0,178.7142791748047,0.0,968.1428833007812,0.0,19.0,7.0
1551,EUPG,MORL_vec,MORL_RDX,4,3,3,0,"Action 4 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 4 is better on Resource, Network, worse on Security. Per-component: Resource: gains 1.278 weighted; Network: gains 1.045 weighted; Security: loses 0.087 weighted.",1.2776387,1.0449972,-0.08734131,-4.9953833,4.145567,-505.63278,-6.2730217,3.1005697,-505.54544,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,194.625,16.0,96.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,4341.53125,0.006889070849865675,0.0279693603515625,0.0819789320230484,44.0,178.57142639160156,0.0,968.1428833007812,1.0,19.0,7.0
1552,EUPG,MORL_vec,MORL_RDX,0,3,3,0,"Action 0 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 0 is better on Security, worse on Resource, Network. Per-component: Resource: loses 1.764 weighted; Network: loses 0.262 weighted; Security: gains 0.340 weighted.",-1.7636918,-0.26205227,0.34046632,-5.2758102,3.8300197,-502.57788,-3.5121186,4.092072,-502.91833,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,26.0,196.625,16.0,96.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7991747856140137,4.578125,4344.330078125,0.03337124362587929,0.1917724609375,0.0819789320230484,44.0,178.57142639160156,0.0,968.1428833007812,2.0,19.0,7.0
