step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,weighted_resource_diff,weighted_network_diff,weighted_security_diff,best_weighted_q_resource,best_weighted_q_network,best_weighted_q_security,alt_weighted_q_resource,alt_weighted_q_network,alt_weighted_q_security,prob_action_0,prob_action_1,prob_action_2,prob_action_3,prob_action_4,prob_action_5,prob_action_6,prob_action_7,prob_action_8,prob_action_9,prob_action_10,prob_action_11,max_prob,max_prob_action,policy_entropy,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_mean_security_penalty,feat_max_security_penalty,feat_security_penalty_cumul,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_mtd_overhead,feat_min_remaining_mig,feat_mean_remaining_mig,feat_min_remaining_reinst,feat_mean_remaining_reinst,feat_steps_since_last_mtd,feat_total_ues,feat_nb_resources
2482,EUPG,MORL_vec,MORL_RDX,1,3,3,0,Action 1 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 1 is worse on all objectives. Per-component: Resource: loses 2.723 weighted; Network: loses 0.213 weighted; Security: loses 0.368 weighted.,-2.7226746,-0.21338768,-0.36844483,62.06272,8.815203,-497.84012,64.78539,9.02859,-497.47168,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,26.0,196.625,16.0,96.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808103322982788,4.64453125,6948.900390625,0.01053619384765625,0.053802490234375,0.0819789320230484,0.0,123.14286041259766,0.0,933.8571166992188,0.0,0.0,7.0
2483,EUPG,MORL_vec,MORL_RDX,5,3,3,0,Action 5 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 5 is worse on all objectives. Per-component: Resource: loses 2.893 weighted; Network: loses 1.887 weighted; Security: loses 0.975 weighted.,-2.8925722,-1.887477,-0.9750733,60.6912,6.8563375,-498.61917,63.58377,8.743814,-497.6441,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,194.625,16.0,96.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808382272720337,4.64453125,6951.708984375,0.0032136100344359875,0.0036449432373046875,0.0819789320230484,0.0,123.0,0.0,933.8571166992188,0.0,0.0,7.0
2484,EUPG,MORL_vec,MORL_RDX,6,3,3,0,Action 6 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 6 is worse on all objectives. Per-component: Resource: loses 3.155 weighted; Network: loses 1.522 weighted; Security: loses 2.218 weighted.,-3.1554687,-1.522197,-2.2182496,59.44648,6.3994093,-498.08463,62.601948,7.9216065,-495.86636,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,194.625,14.0,94.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808382272720337,4.64453125,6954.517578125,0.0033498492557555437,0.0036907196044921875,0.0819789320230484,0.0,122.85713958740234,0.0,933.8571166992188,1.0,0.0,7.0
2485,EUPG,MORL_vec,MORL_RDX,2,3,3,0,"Action 2 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 2 is better on Resource, worse on Network, Security. Per-component: Resource: gains 1.166 weighted; Network: loses 0.227 weighted; Security: loses 1.576 weighted.",1.1655823,-0.22717781,-1.5759156,62.591442,7.1480756,-494.8844,61.42586,7.375253,-493.3085,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,26.0,196.625,16.0,96.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808382272720337,4.64453125,6957.326171875,0.056976862251758575,0.1915283203125,0.0819789320230484,0.0,122.85713958740234,0.0,933.8571166992188,0.0,0.0,7.0
2486,EUPG,MORL_vec,MORL_RDX,7,3,3,0,"Action 7 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 7 is better on Resource, worse on Network, Security. Per-component: Resource: gains 3.708 weighted; Network: loses 1.527 weighted; Security: loses 0.304 weighted.",3.7075868,-1.5269864,-0.3044678,64.109825,6.706262,-492.862,60.402233,8.233249,-492.55753,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,194.625,16.0,96.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808382272720337,4.64453125,6960.134765625,0.003078460693359375,0.00363922119140625,0.0819789320230484,0.0,122.85713958740234,0.0,933.7142944335938,0.0,0.0,7.0
2487,EUPG,MORL_vec,MORL_RDX,11,3,3,0,Action 11 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 11 is worse on all objectives. Per-component: Resource: loses 1.766 weighted; Network: loses 3.777 weighted; Security: loses 4.720 weighted.,-1.7661256,-3.7765687,-4.7201295,59.57429,6.405145,-493.451,61.34042,10.181714,-488.73087,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,16.0,96.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808382272720337,4.64453125,6962.943359375,0.0104838777333498,0.05352783203125,0.0819789320230484,0.0,122.71428680419922,0.0,933.7142944335938,1.0,0.0,7.0
2488,EUPG,MORL_vec,MORL_RDX,10,3,3,0,"Action 10 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 10 is better on Resource, worse on Network, Security. Per-component: Resource: gains 1.398 weighted; Network: loses 2.397 weighted; Security: loses 4.096 weighted.",1.3982849,-2.3974898,-4.0955935,61.546295,7.5727453,-490.53726,60.14801,9.970235,-486.44168,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,16.0,96.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808382272720337,4.64453125,6965.751953125,0.003287996631115675,0.0037746429443359375,0.0819789320230484,0.0,122.71428680419922,0.0,933.7142944335938,0.0,0.0,7.0
2489,EUPG,MORL_vec,MORL_RDX,8,3,3,0,"Action 8 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 8 is better on Resource, worse on Network, Security. Per-component: Resource: gains 0.043 weighted; Network: loses 0.481 weighted; Security: loses 0.961 weighted.",0.04279175,-0.48070338,-0.96060795,58.86497,8.489847,-486.78818,58.82218,8.970551,-485.82758,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,20.0,104.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808103322982788,4.64453125,6968.560546875,0.030184337869286537,0.1910400390625,0.0819789320230484,0.0,122.57142639160156,0.0,933.7142944335938,0.0,0.0,7.0
2490,EUPG,MORL_vec,MORL_RDX,2,3,3,0,"Action 2 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 2 is better on Resource, worse on Network, Security. Per-component: Resource: gains 2.686 weighted; Network: loses 1.755 weighted; Security: loses 2.437 weighted.",2.6858826,-1.7545196,-2.4372437,61.904316,8.6454735,-484.0576,59.218433,10.399993,-481.62036,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,18.0,180.375,20.0,104.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808103322982788,4.64453125,6971.369140625,0.7747053503990173,5.40234375,0.0819789320230484,0.0,122.57142639160156,0.0,933.5714111328125,0.0,0.0,7.0
2491,EUPG,MORL_vec,MORL_RDX,7,3,3,0,Action 7 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 7 is worse on all objectives. Per-component: Resource: loses 0.797 weighted; Network: loses 1.392 weighted; Security: loses 0.164 weighted.,-0.79713136,-1.3921378,-0.16417237,56.716,8.190484,-480.5064,57.51313,9.582622,-480.34225,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,20.0,104.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808103322982788,4.64453125,6974.177734375,0.7818761467933655,5.40234375,0.0819789320230484,0.0,122.57142639160156,0.0,933.4285888671875,0.0,0.0,7.0
2492,EUPG,MORL_vec,MORL_RDX,3,3,4,1,Action 3 was executed and matches the highest-probability action (action 3). Compared to next-best action 4: better on all objectives. Per-component: Resource: gains 0.202 weighted; Network: gains 1.207 weighted; Security: gains 0.650 weighted.,0.20174561,1.2074742,0.65031743,58.571743,10.612486,-475.15424,58.369995,9.405011,-475.80457,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,16.0,96.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8086612224578857,4.6484375,6976.986328125,0.7816930413246155,5.40234375,0.0819789320230484,0.0,122.42857360839844,0.0,933.4285888671875,0.0,0.0,7.0
2493,EUPG,MORL_vec,MORL_RDX,3,3,8,1,Action 3 was executed and matches the highest-probability action (action 3). Compared to next-best action 8: lower Q on all objectives vs next-best. Per-component: Resource: loses 7.300 weighted; Network: loses 4.960 weighted; Security: loses 3.922 weighted.,-7.299512,-4.9598427,-3.922339,51.404327,5.5001183,-477.6737,58.70384,10.459961,-473.75137,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,194.625,16.0,96.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8086612224578857,4.6484375,6979.794921875,0.8016232252120972,5.40234375,0.0819789320230484,0.0,122.28571319580078,0.0,933.4285888671875,1.0,0.0,7.0
2494,EUPG,MORL_vec,MORL_RDX,7,3,3,0,"Action 7 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 7 is better on Resource, Network, worse on Security. Per-component: Resource: gains 0.500 weighted; Network: gains 0.186 weighted; Security: loses 0.671 weighted.",0.49959716,0.1857422,-0.67067873,56.60373,9.24688,-472.84988,56.104134,9.061137,-472.17923,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,26.0,196.625,16.0,96.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8089404106140137,4.6484375,6982.603515625,0.030180523172020912,0.1912841796875,0.0819789320230484,0.0,122.28571319580078,0.0,933.4285888671875,0.0,0.0,7.0
2495,EUPG,MORL_vec,MORL_RDX,8,3,3,0,Action 8 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 8 is worse on all objectives. Per-component: Resource: loses 3.431 weighted; Network: loses 4.124 weighted; Security: loses 4.746 weighted.,-3.4313233,-4.124018,-4.7455444,53.024075,6.750885,-475.1616,56.455395,10.874903,-470.41605,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,16.0,96.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8092193603515625,4.6484375,6985.412109375,0.0031324115116149187,0.003978729248046875,0.0819789320230484,0.0,122.14286041259766,0.0,933.4285888671875,1.0,0.0,7.0
2496,EUPG,MORL_vec,MORL_RDX,8,3,3,0,Action 8 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 8 is worse on all objectives. Per-component: Resource: loses 1.195 weighted; Network: loses 2.632 weighted; Security: loses 2.770 weighted.,-1.195404,-2.631827,-2.7702394,53.767056,7.7298565,-472.51437,54.96246,10.361684,-469.74414,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,16.0,96.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8092193603515625,4.6484375,6988.220703125,0.0032569339964538813,0.0037746429443359375,0.0819789320230484,0.0,122.14286041259766,0.0,933.4285888671875,2.0,0.0,7.0
2497,EUPG,MORL_vec,MORL_RDX,1,3,3,0,"Action 1 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 1 is better on Resource, worse on Network, Security. Per-component: Resource: gains 3.928 weighted; Network: loses 1.506 weighted; Security: loses 0.264 weighted.",3.927942,-1.5056043,-0.2643677,57.551327,8.334794,-470.8707,53.623383,9.840399,-470.60635,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,20.0,104.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8092193603515625,4.6484375,6991.029296875,0.03012629970908165,0.1905517578125,0.0819789320230484,0.0,122.14286041259766,0.0,933.4285888671875,0.0,0.0,7.0
2498,EUPG,MORL_vec,MORL_RDX,7,3,3,0,"Action 7 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 7 is better on Resource, Security, worse on Network. Per-component: Resource: gains 2.311 weighted; Network: loses 0.760 weighted; Security: gains 0.728 weighted.",2.3107483,-0.76038784,0.72795415,56.096523,10.126092,-471.2942,53.785774,10.88648,-472.02216,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,18.0,102.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8092193603515625,4.6484375,6993.837890625,0.0034340450074523687,0.0037708282470703125,0.0819789320230484,0.0,122.0,0.0,933.4285888671875,0.0,0.0,7.0
2499,EUPG,MORL_vec,MORL_RDX,6,3,3,0,"Action 6 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 6 is better on Resource, worse on Network, Security. Per-component: Resource: gains 1.594 weighted; Network: loses 1.207 weighted; Security: loses 1.533 weighted.",1.593695,-1.2072144,-1.532776,57.76431,11.21995,-472.56586,56.170612,12.427164,-471.03308,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,190.5,14.0,94.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8092193603515625,4.6484375,6996.646484375,0.030295507982373238,0.191650390625,0.0819789320230484,0.0,121.85713958740234,0.0,933.4285888671875,0.0,0.0,7.0
2500,EUPG,MORL_vec,MORL_RDX,7,3,3,0,"Action 7 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 7 is better on Resource, worse on Network, Security. Per-component: Resource: gains 1.069 weighted; Network: loses 0.166 weighted; Security: loses 0.305 weighted.",1.0686035,-0.16607438,-0.30512697,57.406246,11.288205,-474.53757,56.337643,11.45428,-474.23245,0.058487,0.12052,0.080535,0.137383,0.077711,0.050576,0.121021,0.060656,0.100973,0.062643,0.03401,0.095485,0.137383,3,2.415984,28.0,198.625,12.0,92.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8092193603515625,4.6484375,6999.455078125,0.0300783421844244,0.1915283203125,0.0819789320230484,0.0,121.85713958740234,0.0,933.2857055664062,0.0,0.0,7.0
2501,EUPG,MORL_vec,MORL_RDX,4,3,3,0,"Action 4 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 4 is better on Security, worse on Resource, Network. Per-component: Resource: loses 1.786 weighted; Network: loses 0.839 weighted; Security: gains 1.223 weighted.",-1.7859986,-0.83873755,1.2229981,56.90121,12.540553,-473.3309,58.687206,13.379291,-474.55392,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409606,24.0,190.5,12.0,92.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8092193603515625,4.6484375,7002.263671875,0.0032206943724304438,0.0037097930908203125,0.0819789320230484,0.0,121.71428680419922,0.0,933.2857055664062,0.0,0.0,7.0
2502,EUPG,MORL_vec,MORL_RDX,11,3,3,0,Action 11 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 11 is better on all objectives. Per-component: Resource: gains 12.223 weighted; Network: gains 4.514 weighted; Security: gains 5.785 weighted.,12.222961,4.513719,5.7852907,60.019306,9.280256,-479.13965,47.796345,4.7665367,-484.92493,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,190.5,10.0,90.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8092193603515625,4.6484375,7005.072265625,0.0030637469608336687,0.0033016204833984375,0.0819789320230484,0.0,121.71428680419922,0.0,933.1428833007812,1.0,0.0,7.0
2503,EUPG,MORL_vec,MORL_RDX,9,3,3,0,Action 9 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 9 is better on all objectives. Per-component: Resource: gains 4.612 weighted; Network: gains 5.270 weighted; Security: gains 6.483 weighted.,4.6119475,5.269621,6.483399,54.48045,10.591755,-478.63858,49.868504,5.3221335,-485.12198,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,190.5,16.0,100.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8092193603515625,4.6484375,7007.880859375,0.036978039890527725,0.1907958984375,0.0819789320230484,0.0,121.71428680419922,0.0,933.1428833007812,0.0,0.0,7.0
2504,EUPG,MORL_vec,MORL_RDX,2,3,3,0,Action 2 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 2 is better on all objectives. Per-component: Resource: gains 6.712 weighted; Network: gains 6.302 weighted; Security: gains 1.608 weighted.,6.712494,6.3018565,1.6078858,60.25638,12.928364,-482.7424,53.543884,6.6265073,-484.35028,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,190.5,16.0,100.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8089404106140137,4.6484375,7010.689453125,0.0031253269407898188,0.0036487579345703125,0.0819789320230484,0.0,121.57142639160156,0.0,933.1428833007812,0.0,0.0,7.0
2505,EUPG,MORL_vec,MORL_RDX,6,3,3,0,Action 6 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 6 is better on all objectives. Per-component: Resource: gains 0.999 weighted; Network: gains 0.069 weighted; Security: gains 1.190 weighted.,0.9985413,0.06883736,1.190442,59.335682,11.045631,-484.46014,58.33714,10.976794,-485.65057,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,190.5,16.0,100.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8089404106140137,4.6484375,7013.498046875,0.7817260026931763,5.40234375,0.0819789320230484,0.0,121.57142639160156,0.0,933.0,0.0,0.0,7.0
2506,EUPG,MORL_vec,MORL_RDX,1,3,3,0,Action 1 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 1 is worse on all objectives. Per-component: Resource: loses 3.086 weighted; Network: loses 2.586 weighted; Security: loses 2.632 weighted.,-3.0864441,-2.5862784,-2.632141,55.74814,8.158552,-491.3854,58.834583,10.744831,-488.75327,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,190.5,14.0,98.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8089404106140137,4.6484375,7016.306640625,0.774760365486145,5.40234375,0.0819789320230484,0.0,121.57142639160156,0.0,932.8571166992188,1.0,0.0,7.0
2507,EUPG,MORL_vec,MORL_RDX,7,3,3,0,Action 7 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 7 is better on all objectives. Per-component: Resource: gains 3.032 weighted; Network: gains 0.036 weighted; Security: gains 0.375 weighted.,3.0317688,0.036180496,0.37510988,62.347553,10.963101,-489.90915,59.315784,10.926921,-490.28424,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,16.0,100.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8089404106140137,4.6484375,7019.115234375,0.7745933532714844,5.40234375,0.0819789320230484,0.0,121.57142639160156,0.0,932.8571166992188,0.0,0.0,7.0
2508,EUPG,MORL_vec,MORL_RDX,6,3,3,0,Action 6 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 6 is worse on all objectives. Per-component: Resource: loses 0.386 weighted; Network: loses 2.000 weighted; Security: loses 0.816 weighted.,-0.38552856,-2.0001562,-0.81635743,61.179443,10.057144,-491.25363,61.564972,12.0573,-490.4373,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,14.0,94.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8089404106140137,4.6484375,7021.923828125,0.010415486060082912,0.05322265625,0.0819789320230484,0.0,121.42857360839844,0.0,932.8571166992188,1.0,0.0,7.0
2509,EUPG,MORL_vec,MORL_RDX,11,3,3,0,Action 11 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 11 is worse on all objectives. Per-component: Resource: loses 2.823 weighted; Network: loses 3.536 weighted; Security: loses 1.792 weighted.,-2.8227723,-3.5359778,-1.7915772,58.798775,7.4888577,-495.0557,61.621548,11.024836,-493.2641,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,26.0,196.625,16.0,96.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8094983100891113,4.65234375,7024.732421875,0.03732408955693245,0.1917724609375,0.0819789320230484,0.0,121.42857360839844,0.0,932.8571166992188,2.0,0.0,7.0
2510,EUPG,MORL_vec,MORL_RDX,9,3,3,0,Action 9 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 9 is better on all objectives. Per-component: Resource: gains 2.267 weighted; Network: gains 0.816 weighted; Security: gains 1.441 weighted.,2.266565,0.81563306,1.44115,65.07072,12.018669,-492.91492,62.80415,11.203036,-494.35608,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,26.0,196.625,16.0,96.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8094983100891113,4.65234375,7027.541015625,0.003159931628033519,0.0037136077880859375,0.0819789320230484,0.0,121.42857360839844,0.0,932.8571166992188,0.0,0.0,7.0
2511,EUPG,MORL_vec,MORL_RDX,6,3,3,0,"Action 6 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 6 is better on Network, worse on Resource, Security. Per-component: Resource: loses 1.109 weighted; Network: gains 0.582 weighted; Security: loses 1.432 weighted.",-1.1088257,0.58186686,-1.4319215,62.98235,11.981117,-496.4269,64.09118,11.399251,-494.995,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,26.0,196.625,16.0,96.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8094983100891113,4.65234375,7030.349609375,0.0033152443356812,0.0038814544677734375,0.0819789320230484,0.0,121.28571319580078,0.0,932.8571166992188,0.0,0.0,7.0
2512,EUPG,MORL_vec,MORL_RDX,2,3,3,0,"Action 2 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 2 is better on Resource, Network, worse on Security. Per-component: Resource: gains 1.735 weighted; Network: gains 1.695 weighted; Security: loses 3.170 weighted.",1.734552,1.6945473,-3.1695192,67.598404,12.242602,-499.19446,65.86385,10.548056,-496.02493,0.058509,0.123606,0.075623,0.132574,0.072608,0.052398,0.118054,0.062112,0.094116,0.069672,0.037225,0.103504,0.132574,3,2.422696,26.0,196.625,14.0,94.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8094983100891113,4.65234375,7033.158203125,0.43291717767715454,3.01171875,0.0819789320230484,0.0,121.28571319580078,0.0,932.7142944335938,0.0,0.0,7.0
2513,EUPG,MORL_vec,MORL_RDX,6,3,3,0,Action 6 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 6 is worse on all objectives. Per-component: Resource: loses 4.196 weighted; Network: loses 1.722 weighted; Security: loses 3.213 weighted.,-4.196277,-1.7221843,-3.2133913,61.56333,9.491103,-502.4223,65.759605,11.213287,-499.20892,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,26.0,196.625,12.0,92.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8094983100891113,4.65234375,7035.966796875,0.7745862603187561,5.40234375,0.0819789320230484,0.0,121.28571319580078,0.0,932.5714111328125,1.0,0.0,7.0
2514,EUPG,MORL_vec,MORL_RDX,0,3,3,0,Action 0 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 0 is worse on all objectives. Per-component: Resource: loses 5.104 weighted; Network: loses 3.784 weighted; Security: loses 2.258 weighted.,-5.104291,-3.783767,-2.25813,61.529568,7.1803517,-500.6888,66.63386,10.964119,-498.4307,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,26.0,196.625,12.0,92.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8094983100891113,4.65234375,7038.77734375,0.7746121287345886,5.40234375,0.0819789320230484,0.0,121.28571319580078,0.0,932.5714111328125,2.0,0.0,7.0
