step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,best_q,alt_q,delta
2936,A2C,A2C_Q,SingleObjective_PolicyBased,3,6,6,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 6): +1.2800. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-385.5196533203125,-386.79962158203125,1.27996826171875
2937,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): +1.2382. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-386.7734375,-388.01165771484375,1.23822021484375
2938,A2C,A2C_Q,SingleObjective_PolicyBased,3,6,6,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 6): -7.8086. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-396.48248291015625,-388.6738586425781,-7.808624267578125
2939,A2C,A2C_Q,SingleObjective_PolicyBased,3,6,6,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 6): -0.6558. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-386.6427307128906,-385.9869689941406,-0.65576171875
2940,A2C,A2C_Q,SingleObjective_PolicyBased,8,6,6,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 6): -2.6480. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-386.8011474609375,-384.1531677246094,-2.647979736328125
2941,A2C,A2C_Q,SingleObjective_PolicyBased,4,6,6,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 6): -2.4593. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-384.866943359375,-382.4076232910156,-2.459320068359375
2942,A2C,A2C_Q,SingleObjective_PolicyBased,10,6,6,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 6): -11.6225. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-391.7134704589844,-380.0909423828125,-11.622528076171875
2943,A2C,A2C_Q,SingleObjective_PolicyBased,0,6,6,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 6): -11.5234. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-387.3226318359375,-375.79925537109375,-11.52337646484375
2944,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): +2.0005. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-369.3523254394531,-371.3528137207031,2.00048828125
2945,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): -18.4552. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-385.6136474609375,-367.1584777832031,-18.455169677734375
2946,A2C,A2C_Q,SingleObjective_PolicyBased,7,6,6,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 6): -0.9764. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-363.6396484375,-362.6632080078125,-0.9764404296875
2947,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,3,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 3: -3.9067. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-358.8625183105469,-354.955810546875,-3.906707763671875
2948,A2C,A2C_Q,SingleObjective_PolicyBased,4,6,6,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 6): +24.9020. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-353.03985595703125,-377.94183349609375,24.9019775390625
2949,A2C,A2C_Q,SingleObjective_PolicyBased,8,6,6,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 6): +16.1920. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-348.21392822265625,-364.40594482421875,16.1920166015625
2950,A2C,A2C_Q,SingleObjective_PolicyBased,8,6,6,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 6): -4.8740. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-357.1703186035156,-352.2962951660156,-4.8740234375
2951,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,1,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 1: +1.2441. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-335.4085388183594,-336.65264892578125,1.244110107421875
2952,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): +25.7903. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-331.2640686035156,-357.05438232421875,25.790313720703125
2953,A2C,A2C_Q,SingleObjective_PolicyBased,9,6,6,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 6): +6.6675. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-340.6769714355469,-347.344482421875,6.667510986328125
2954,A2C,A2C_Q,SingleObjective_PolicyBased,4,6,6,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 6): +3.0908. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-323.73760986328125,-326.828369140625,3.09075927734375
2955,A2C,A2C_Q,SingleObjective_PolicyBased,8,6,6,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 6): +4.0692. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-320.5593566894531,-324.6285705566406,4.0692138671875
2956,A2C,A2C_Q,SingleObjective_PolicyBased,0,6,6,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 6): -9.1153. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-329.6070556640625,-320.4917907714844,-9.115264892578125
2957,A2C,A2C_Q,SingleObjective_PolicyBased,3,6,6,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 6): -11.6223. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-327.6918640136719,-316.069580078125,-11.622283935546875
2958,A2C,A2C_Q,SingleObjective_PolicyBased,8,6,6,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 6): -2.7116. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-315.0348205566406,-312.3232421875,-2.711578369140625
2959,A2C,A2C_Q,SingleObjective_PolicyBased,10,6,6,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 6): -10.9503. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-320.893798828125,-309.94354248046875,-10.95025634765625
2960,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,2,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 2: +0.1976. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-306.7754821777344,-306.97308349609375,0.197601318359375
2961,A2C,A2C_Q,SingleObjective_PolicyBased,2,6,6,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 6): +25.8244. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-304.94085693359375,-330.7652893066406,25.824432373046875
2962,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,3,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 3: -22.2103. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-324.7400207519531,-302.52972412109375,-22.210296630859375
2963,A2C,A2C_Q,SingleObjective_PolicyBased,0,6,6,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 6): +5.0936. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-312.88409423828125,-317.9776611328125,5.09356689453125
2964,A2C,A2C_Q,SingleObjective_PolicyBased,5,6,6,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 6): +1.9329. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-303.8309326171875,-305.76385498046875,1.93292236328125
2965,A2C,A2C_Q,SingleObjective_PolicyBased,10,6,6,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 6): +17.9251. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-308.3695983886719,-326.2947082519531,17.92510986328125
2966,A2C,A2C_Q,SingleObjective_PolicyBased,7,6,6,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 6): +13.3846. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-305.35711669921875,-318.7417297363281,13.384613037109375
2967,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): -2.4826. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-307.67791748046875,-305.1952819824219,-2.482635498046875
2968,A2C,A2C_Q,SingleObjective_PolicyBased,2,6,6,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 6): -19.0883. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-323.84552001953125,-304.75726318359375,-19.0882568359375
2969,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): -3.5363. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-310.157958984375,-306.6216125488281,-3.536346435546875
2970,A2C,A2C_Q,SingleObjective_PolicyBased,2,6,6,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 6): -21.0608. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-329.4952392578125,-308.4344787597656,-21.060760498046875
2971,A2C,A2C_Q,SingleObjective_PolicyBased,10,6,6,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 6): -11.4812. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-322.6235656738281,-311.142333984375,-11.481231689453125
2972,A2C,A2C_Q,SingleObjective_PolicyBased,2,6,6,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 6): +0.5623. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-313.9866943359375,-314.5489807128906,0.562286376953125
2973,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): -16.5089. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-333.8384094238281,-317.3294982910156,-16.5089111328125
2974,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): +0.2092. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-319.715087890625,-319.9242858886719,0.209197998046875
2975,A2C,A2C_Q,SingleObjective_PolicyBased,0,6,6,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 6): -11.0052. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-331.6724548339844,-320.667236328125,-11.005218505859375
2976,A2C,A2C_Q,SingleObjective_PolicyBased,9,6,6,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 6): -13.2963. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-334.9543762207031,-321.6580810546875,-13.296295166015625
2977,A2C,A2C_Q,SingleObjective_PolicyBased,4,6,6,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 6): -4.8500. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-328.4006652832031,-323.5506896972656,-4.8499755859375
2978,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,2,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 2: -1.3996. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-328.2776794433594,-326.87811279296875,-1.399566650390625
2979,A2C,A2C_Q,SingleObjective_PolicyBased,9,6,6,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 6): +3.2356. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-344.20025634765625,-347.4358215332031,3.235565185546875
2980,A2C,A2C_Q,SingleObjective_PolicyBased,4,6,6,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 6): -11.2975. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-346.9671630859375,-335.66961669921875,-11.29754638671875
2981,A2C,A2C_Q,SingleObjective_PolicyBased,3,6,6,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 6): -1.8647. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-342.2867736816406,-340.422119140625,-1.864654541015625
2982,A2C,A2C_Q,SingleObjective_PolicyBased,11,6,6,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 6): -10.0036. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-356.4324645996094,-346.4288330078125,-10.003631591796875
2983,A2C,A2C_Q,SingleObjective_PolicyBased,3,6,6,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 6): -10.8767. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-361.3230895996094,-350.4463806152344,-10.876708984375
2984,A2C,A2C_Q,SingleObjective_PolicyBased,7,6,6,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 6): +0.9818. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-352.97283935546875,-353.95458984375,0.98175048828125
2985,A2C,A2C_Q,SingleObjective_PolicyBased,0,6,6,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 6): -9.9991. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-367.9845275878906,-357.98541259765625,-9.999114990234375
2986,A2C,A2C_Q,SingleObjective_PolicyBased,10,6,6,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 6): -7.0438. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-367.7872314453125,-360.743408203125,-7.0438232421875
2987,A2C,A2C_Q,SingleObjective_PolicyBased,2,6,6,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 6): -0.2773. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-364.5086364746094,-364.23138427734375,-0.277252197265625
2988,A2C,A2C_Q,SingleObjective_PolicyBased,2,6,6,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 6): -28.2265. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-396.9300231933594,-368.7034912109375,-28.226531982421875
2989,A2C,A2C_Q,SingleObjective_PolicyBased,2,6,6,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 6): -19.9492. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-394.8141174316406,-374.8648681640625,-19.949249267578125
2990,A2C,A2C_Q,SingleObjective_PolicyBased,0,6,6,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 6): -10.7987. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-392.0832214355469,-381.2845458984375,-10.798675537109375
2991,A2C,A2C_Q,SingleObjective_PolicyBased,0,6,6,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 6): -9.3494. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-395.8409118652344,-386.49151611328125,-9.349395751953125
