step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,best_q,alt_q,delta
514,A2C,A2C_Q,SingleObjective_PolicyBased,9,5,5,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 5): -3.6790. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-672.8651733398438,-669.1861572265625,-3.67901611328125
515,A2C,A2C_Q,SingleObjective_PolicyBased,9,5,5,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 5): -0.1500. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-665.2124633789062,-665.0624389648438,-0.1500244140625
516,A2C,A2C_Q,SingleObjective_PolicyBased,3,5,5,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 5): +5.8576. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-662.3338623046875,-668.1914672851562,5.85760498046875
517,A2C,A2C_Q,SingleObjective_PolicyBased,9,5,5,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 5): +1.9182. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-667.537109375,-669.4552612304688,1.91815185546875
518,A2C,A2C_Q,SingleObjective_PolicyBased,9,5,5,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 5): +2.9846. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-666.06787109375,-669.0524291992188,2.98455810546875
519,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,11,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 11: -6.9805. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-667.8167114257812,-660.836181640625,-6.98052978515625
520,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,10,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 10: -8.4482. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-675.0593872070312,-666.6112060546875,-8.44818115234375
521,A2C,A2C_Q,SingleObjective_PolicyBased,10,5,5,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 5): +6.6696. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-666.9408569335938,-673.6104736328125,6.66961669921875
522,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,1,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 1: -3.8074. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-672.5692749023438,-668.7619018554688,-3.807373046875
523,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,8,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 8: -5.3457. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-680.4000854492188,-675.0543823242188,-5.345703125
524,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,7,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 7: -4.9194. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-679.8032836914062,-674.8838500976562,-4.91943359375
525,A2C,A2C_Q,SingleObjective_PolicyBased,7,5,5,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 5): +7.7903. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-684.1394653320312,-691.9298095703125,7.79034423828125
526,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,9,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 9: -6.5093. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-694.1498413085938,-687.6405639648438,-6.50927734375
527,A2C,A2C_Q,SingleObjective_PolicyBased,9,5,5,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 5): +5.3692. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-688.2955322265625,-693.6647338867188,5.36920166015625
528,A2C,A2C_Q,SingleObjective_PolicyBased,2,5,5,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 5): +5.7269. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-696.9852905273438,-702.7122192382812,5.7269287109375
529,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,3,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 3: -6.9374. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-705.638427734375,-698.7009887695312,-6.93743896484375
530,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,1,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 1: -6.6396. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-707.9295654296875,-701.2899780273438,-6.63958740234375
531,A2C,A2C_Q,SingleObjective_PolicyBased,10,5,5,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 5): +4.8255. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-697.4188232421875,-702.2443237304688,4.82550048828125
532,A2C,A2C_Q,SingleObjective_PolicyBased,4,5,5,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 5): +0.0941. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-705.341552734375,-705.4356689453125,0.0941162109375
533,A2C,A2C_Q,SingleObjective_PolicyBased,4,5,5,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 5): -1.5026. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-708.9720458984375,-707.469482421875,-1.5025634765625
534,A2C,A2C_Q,SingleObjective_PolicyBased,9,5,5,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 5): +0.5478. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-706.1102905273438,-706.6580810546875,0.54779052734375
535,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,1,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 1: -6.9449. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-711.3031616210938,-704.3582763671875,-6.94488525390625
536,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,8,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 8: -11.8260. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-717.427978515625,-705.6019897460938,-11.82598876953125
537,A2C,A2C_Q,SingleObjective_PolicyBased,0,5,5,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 5): +1.5764. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-711.289306640625,-712.86572265625,1.576416015625
538,A2C,A2C_Q,SingleObjective_PolicyBased,1,5,5,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 5): +2.9854. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-702.634033203125,-705.619384765625,2.9853515625
539,A2C,A2C_Q,SingleObjective_PolicyBased,3,5,5,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 5): +2.5556. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-703.931396484375,-706.4869995117188,2.55560302734375
540,A2C,A2C_Q,SingleObjective_PolicyBased,0,5,5,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 5): -4.4974. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-712.227294921875,-707.7298583984375,-4.4974365234375
541,A2C,A2C_Q,SingleObjective_PolicyBased,3,5,5,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 5): +3.8737. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-704.2931518554688,-708.1668090820312,3.8736572265625
542,A2C,A2C_Q,SingleObjective_PolicyBased,4,5,5,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 5): -1.6128. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-715.26220703125,-713.6494140625,-1.61279296875
543,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,11,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 11: -6.6714. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-717.0713500976562,-710.39990234375,-6.67144775390625
544,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,11,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 11: -9.9708. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-723.7280883789062,-713.7572631835938,-9.9708251953125
545,A2C,A2C_Q,SingleObjective_PolicyBased,10,5,5,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 5): +6.0607. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-711.664794921875,-717.7255249023438,6.06072998046875
546,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,10,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 10: -4.2978. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-717.470703125,-713.1729125976562,-4.29779052734375
547,A2C,A2C_Q,SingleObjective_PolicyBased,3,5,5,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 5): +5.5776. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-722.5093994140625,-728.0870361328125,5.57763671875
548,A2C,A2C_Q,SingleObjective_PolicyBased,11,5,5,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 5): +2.3835. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-725.4678344726562,-727.851318359375,2.38348388671875
549,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,3,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 3: -7.6030. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-725.4462280273438,-717.84326171875,-7.60296630859375
550,A2C,A2C_Q,SingleObjective_PolicyBased,9,5,5,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 5): +3.3356. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-726.6893920898438,-730.0250244140625,3.33563232421875
551,A2C,A2C_Q,SingleObjective_PolicyBased,11,5,5,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 5): +1.1146. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-729.9495849609375,-731.064208984375,1.1146240234375
552,A2C,A2C_Q,SingleObjective_PolicyBased,2,5,5,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 5): +0.8850. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-726.433349609375,-727.318359375,0.885009765625
553,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,3,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 3: -3.8640. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-726.3304443359375,-722.4664916992188,-3.86395263671875
554,A2C,A2C_Q,SingleObjective_PolicyBased,6,5,5,0,"Action 6 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 6 vs highest-logit action (action 5): +1.7087. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-729.4501342773438,-731.1588745117188,1.708740234375
555,A2C,A2C_Q,SingleObjective_PolicyBased,3,5,5,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 5): +8.5842. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-720.3562622070312,-728.9404296875,8.58416748046875
556,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,10,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 10: -6.6720. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-726.5224609375,-719.8504638671875,-6.6719970703125
557,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,10,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 10: -9.0374. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-729.1724853515625,-720.1350708007812,-9.03741455078125
558,A2C,A2C_Q,SingleObjective_PolicyBased,10,5,5,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 5): +4.7723. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-712.6712036132812,-717.4435424804688,4.7723388671875
559,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,1,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 1: -3.9528. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-714.036865234375,-710.0841064453125,-3.9527587890625
560,A2C,A2C_Q,SingleObjective_PolicyBased,2,5,5,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 5): +4.6411. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-715.2113647460938,-719.8524780273438,4.64111328125
561,A2C,A2C_Q,SingleObjective_PolicyBased,3,5,5,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 5): +5.7585. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-712.238037109375,-717.9965209960938,5.75848388671875
562,A2C,A2C_Q,SingleObjective_PolicyBased,4,5,5,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 5): +2.1238. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-712.5900268554688,-714.7138671875,2.12384033203125
563,A2C,A2C_Q,SingleObjective_PolicyBased,2,5,5,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 5): +5.7433. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-705.79052734375,-711.5338134765625,5.7432861328125
564,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,10,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 10: -6.3849. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-708.658203125,-702.2733154296875,-6.3848876953125
565,A2C,A2C_Q,SingleObjective_PolicyBased,9,5,5,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 5): +0.5302. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-707.7049560546875,-708.235107421875,0.5301513671875
566,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,10,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 10: -4.1553. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-702.9702758789062,-698.8150024414062,-4.1552734375
567,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,10,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 10: -7.5026. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-708.6692504882812,-701.1666870117188,-7.5025634765625
568,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,10,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 10: -8.2322. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-704.629638671875,-696.3974609375,-8.232177734375
569,A2C,A2C_Q,SingleObjective_PolicyBased,11,5,5,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 5): +6.2087. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-695.8544921875,-702.0631713867188,6.20867919921875
570,A2C,A2C_Q,SingleObjective_PolicyBased,11,5,5,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 5): +3.1080. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-698.6361083984375,-701.744140625,3.1080322265625
571,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,7,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 7: -8.0265. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-698.5064697265625,-690.47998046875,-8.0264892578125
