step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,weighted_resource_diff,weighted_network_diff,weighted_security_diff,best_weighted_q_resource,best_weighted_q_network,best_weighted_q_security,alt_weighted_q_resource,alt_weighted_q_network,alt_weighted_q_security,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_mean_security_penalty,feat_max_security_penalty,feat_security_penalty_cumul,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_mtd_overhead,feat_min_remaining_mig,feat_mean_remaining_mig,feat_min_remaining_reinst,feat_mean_remaining_reinst,feat_steps_since_last_mtd,feat_total_ues,feat_nb_resources
1,Envelope,MORL_vec,MORL_RDX,7,5,5,0,"Action 7 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 7 is better on Resource, worse on Network, Security. Per-component: Resource: gains 27.684 weighted; Network: loses 29.224 weighted; Security: loses 31.746 weighted.",27.683828,-29.224047,-31.746332,33.39199,36.69844,-17.363186,5.7081614,65.922485,14.383148,26.0,196.625,16.0,96.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,0.0,0.0,2.798828125,0.0,0.0,0.0,144.0,278.28570556640625,0.0,1027.4285888671875,0.0,34.0,7.0
2,Envelope,MORL_vec,MORL_RDX,8,5,5,0,Action 8 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 8 is worse on all objectives. Per-component: Resource: loses 32.047 weighted; Network: loses 74.007 weighted; Security: loses 10.673 weighted.,-32.04675,-74.006996,-10.672613,-26.673674,-8.26119,3.558301,5.3730755,65.745804,14.230914,22.0,188.5,16.0,96.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798337697982788,4.578125,5.59765625,0.0088114058598876,0.01502227783203125,0.01827566884458065,144.0,278.1428527832031,0.0,1027.4285888671875,1.0,34.0,7.0
3,Envelope,MORL_vec,MORL_RDX,6,5,5,0,Action 6 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 6 is worse on all objectives. Per-component: Resource: loses 69.684 weighted; Network: loses 91.468 weighted; Security: loses 26.189 weighted.,-69.6838,-91.46835,-26.18899,-64.04574,-25.731524,-11.8147135,5.638061,65.73683,14.374276,22.0,188.5,16.0,96.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798337697982788,4.578125,8.396484375,0.00880268681794405,0.01348114013671875,0.01827566884458065,144.0,278.1428527832031,0.0,1027.4285888671875,0.0,34.0,7.0
4,Envelope,MORL_vec,MORL_RDX,11,5,5,0,Action 11 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 11 is worse on all objectives. Per-component: Resource: loses 6.190 weighted; Network: loses 78.811 weighted; Security: loses 14.267 weighted.,-6.190288,-78.81145,-14.26717,0.1882947,-12.718114,-0.87087554,6.378583,66.09333,13.396295,22.0,188.5,18.0,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798337697982788,4.578125,11.1953125,0.035990577191114426,0.196044921875,0.0273611880838871,144.0,278.1428527832031,0.0,1027.2857666015625,0.0,35.0,7.0
5,Envelope,MORL_vec,MORL_RDX,11,5,5,0,Action 11 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 11 is worse on all objectives. Per-component: Resource: loses 5.963 weighted; Network: loses 78.829 weighted; Security: loses 14.647 weighted.,-5.9627123,-78.82891,-14.647342,-0.52626973,-12.921877,-0.6945369,5.436443,65.907036,13.952805,22.0,188.5,18.0,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798337697982788,4.578125,13.994140625,0.009181431494653225,0.01446533203125,0.0456368587911129,143.0,278.0,0.0,1027.2857666015625,1.0,36.0,7.0
6,Envelope,MORL_vec,MORL_RDX,9,5,5,0,"Action 9 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 9 is better on Resource, worse on Network, Security. Per-component: Resource: gains 0.257 weighted; Network: loses 52.016 weighted; Security: loses 57.341 weighted.",0.25650102,-52.016083,-57.34091,6.668607,13.92709,-42.81069,6.4121065,65.94317,14.530221,18.0,180.375,22.0,110.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,16.79296875,0.7806810736656189,5.41015625,0.0456368587911129,143.0,278.0,0.0,1027.2857666015625,0.0,37.0,7.0
7,Envelope,MORL_vec,MORL_RDX,2,5,5,0,Action 2 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 2 is worse on all objectives. Per-component: Resource: loses 34.818 weighted; Network: loses 87.156 weighted; Security: loses 23.326 weighted.,-34.81769,-87.15631,-23.32588,-28.818136,-20.929607,-7.5133805,5.9995546,66.22671,15.812499,18.0,180.375,24.0,112.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,19.591796875,0.01634761318564415,0.059051513671875,0.0547223761677742,143.0,277.8571472167969,0.0,1027.2857666015625,0.0,36.0,7.0
8,Envelope,MORL_vec,MORL_RDX,0,5,5,0,"Action 0 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 0 is better on Security, worse on Resource, Network. Per-component: Resource: loses 39.559 weighted; Network: loses 50.095 weighted; Security: gains 18.806 weighted.",-39.55896,-50.095406,18.806017,-33.52348,15.801117,34.698475,6.0354843,65.89652,15.892459,16.0,178.375,24.0,112.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,22.390625,0.7805770039558411,5.41015625,0.0638078972697258,143.0,277.8571472167969,0.0,1027.142822265625,1.0,36.0,7.0
9,Envelope,MORL_vec,MORL_RDX,5,5,7,1,"Action 5 was executed and matches the highest-Q action (action 5). Compared to next-best action 7: better on Network, Security, worse on Resource. Per-component: Resource: loses 27.313 weighted; Network: gains 29.242 weighted; Security: gains 32.713 weighted.",-27.313425,29.242228,32.71272,6.1964045,65.91369,15.074918,33.50983,36.67146,-17.637798,20.0,182.375,22.0,110.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,25.189453125,0.7879714965820312,5.41015625,0.0638078972697258,143.0,277.8571472167969,0.0,1027.142822265625,0.0,37.0,7.0
10,Envelope,MORL_vec,MORL_RDX,5,5,7,1,"Action 5 was executed and matches the highest-Q action (action 5). Compared to next-best action 7: better on Network, Security, worse on Resource. Per-component: Resource: loses 27.219 weighted; Network: gains 29.826 weighted; Security: gains 31.891 weighted.",-27.218512,29.825544,31.891363,6.5378327,66.07484,14.201657,33.756344,36.249287,-17.689707,18.0,180.375,22.0,110.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,27.98828125,0.00981903076171875,0.0169677734375,0.0638078972697258,143.0,277.71429443359375,0.0,1027.142822265625,1.0,37.0,7.0
11,Envelope,MORL_vec,MORL_RDX,4,5,5,0,"Action 4 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 4 is better on Resource, Security, worse on Network. Per-component: Resource: gains 19.204 weighted; Network: loses 74.047 weighted; Security: gains 3.236 weighted.",19.204256,-74.04683,3.2359521,25.607182,-8.098317,17.83898,6.402925,65.94852,14.603028,18.0,180.375,22.0,110.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,30.787109375,0.009578160010278225,0.0164794921875,0.0638078972697258,143.0,277.71429443359375,0.0,1027.142822265625,0.0,37.0,7.0
12,Envelope,MORL_vec,MORL_RDX,10,5,5,0,"Action 10 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 10 is better on Resource, worse on Network, Security. Per-component: Resource: gains 24.252 weighted; Network: loses 75.461 weighted; Security: loses 13.543 weighted.",24.252232,-75.4612,-13.54342,29.664816,-9.977224,0.427031,5.412586,65.48398,13.97045,18.0,180.375,22.0,110.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,33.5859375,0.036701202392578125,0.197021484375,0.0728934183716774,143.0,277.71429443359375,0.0,1027.0,0.0,37.0,7.0
13,Envelope,MORL_vec,MORL_RDX,3,5,5,0,Action 3 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 3 is worse on all objectives. Per-component: Resource: loses 33.722 weighted; Network: loses 50.053 weighted; Security: loses 5.206 weighted.,-33.721573,-50.05301,-5.206214,-27.391754,13.483619,8.060608,6.3298182,63.536625,13.266822,18.0,180.375,22.0,110.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798337697982788,4.578125,36.384765625,0.0098054064437747,0.0157470703125,0.0819789320230484,143.0,277.5714416503906,0.0,1027.0,1.0,39.0,7.0
14,Envelope,MORL_vec,MORL_RDX,8,5,5,0,Action 8 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 8 is worse on all objectives. Per-component: Resource: loses 33.319 weighted; Network: loses 72.145 weighted; Security: loses 9.426 weighted.,-33.31866,-72.14543,-9.425527,-27.03267,-8.121101,4.2165914,6.285988,64.02434,13.6421175,18.0,180.375,22.0,110.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798337697982788,4.578125,39.18359375,0.7815121412277222,5.41015625,0.0819789320230484,143.0,277.5714416503906,0.0,1027.0,0.0,41.0,7.0
15,Envelope,MORL_vec,MORL_RDX,10,5,5,0,"Action 10 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 10 is better on Resource, worse on Network, Security. Per-component: Resource: gains 23.177 weighted; Network: loses 74.758 weighted; Security: loses 13.270 weighted.",23.177254,-74.757866,-13.26972,29.75945,-10.373551,1.0601466,6.5821977,64.384315,14.329866,14.0,172.25,24.0,112.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798337697982788,4.578125,41.982421875,0.7890570759773254,5.41015625,0.0819789320230484,143.0,277.5714416503906,0.0,1026.857177734375,1.0,41.0,7.0
16,Envelope,MORL_vec,MORL_RDX,0,5,5,0,"Action 0 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 0 is better on Security, worse on Resource, Network. Per-component: Resource: loses 39.388 weighted; Network: loses 48.826 weighted; Security: gains 19.241 weighted.",-39.388443,-48.825924,19.240831,-32.947334,16.09041,33.697517,6.44111,64.916336,14.456688,18.0,180.375,24.0,112.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798337697982788,4.578125,44.78125,0.7893099188804626,5.41015625,0.0819789320230484,143.0,277.5714416503906,0.0,1026.857177734375,2.0,43.0,7.0
17,Envelope,MORL_vec,MORL_RDX,4,5,5,0,"Action 4 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 4 is better on Resource, Security, worse on Network. Per-component: Resource: gains 18.266 weighted; Network: loses 72.896 weighted; Security: gains 3.517 weighted.",18.265991,-72.896225,3.51747,24.661879,-7.672135,18.208374,6.395888,65.22409,14.690905,18.0,180.375,24.0,112.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,47.580078125,0.7819873094558716,5.41015625,0.0819789320230484,143.0,277.5714416503906,0.0,1026.857177734375,0.0,44.0,7.0
18,Envelope,MORL_vec,MORL_RDX,11,5,5,0,Action 11 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 11 is worse on all objectives. Per-component: Resource: loses 4.467 weighted; Network: loses 77.505 weighted; Security: loses 15.987 weighted.,-4.4671073,-77.505066,-15.986917,0.89683753,-12.419663,-2.2723918,5.363945,65.08541,13.714524,18.0,180.375,22.0,110.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7991747856140137,4.578125,50.37890625,0.7826718091964722,5.41015625,0.0819789320230484,143.0,277.5714416503906,0.0,1026.7142333984375,0.0,45.0,7.0
19,Envelope,MORL_vec,MORL_RDX,1,5,5,0,"Action 1 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 1 is better on Resource, worse on Network, Security. Per-component: Resource: gains 17.357 weighted; Network: loses 75.959 weighted; Security: loses 9.856 weighted.",17.356894,-75.95857,-9.855663,20.902613,-11.010941,4.832762,3.5457196,64.947624,14.688425,16.0,178.375,24.0,112.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7991747856140137,4.578125,53.177734375,0.7825508117675781,5.41015625,0.0819789320230484,142.0,277.4285583496094,0.0,1026.7142333984375,0.0,46.0,7.0
20,Envelope,MORL_vec,MORL_RDX,11,5,5,0,Action 11 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 11 is worse on all objectives. Per-component: Resource: loses 5.182 weighted; Network: loses 78.208 weighted; Security: loses 16.566 weighted.,-5.1823387,-78.208115,-16.565971,-1.0642918,-13.346423,-1.431732,4.118047,64.86169,15.134238,16.0,178.375,22.0,110.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,55.9765625,0.7828265428543091,5.4140625,0.0819789320230484,142.0,277.28570556640625,0.0,1026.7142333984375,1.0,46.0,7.0
21,Envelope,MORL_vec,MORL_RDX,10,5,5,0,"Action 10 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 10 is better on Resource, worse on Network, Security. Per-component: Resource: gains 24.943 weighted; Network: loses 76.149 weighted; Security: loses 14.724 weighted.",24.942701,-76.14935,-14.723536,29.996435,-10.799331,0.69670606,5.053736,65.35002,15.420241,18.0,180.375,24.0,112.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.578125,58.775390625,0.8166449666023254,5.4140625,0.0819789320230484,142.0,277.28570556640625,0.0,1026.7142333984375,0.0,46.0,7.0
22,Envelope,MORL_vec,MORL_RDX,2,5,5,0,Action 2 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 2 is worse on all objectives. Per-component: Resource: loses 33.689 weighted; Network: loses 85.577 weighted; Security: loses 22.224 weighted.,-33.689148,-85.57694,-22.223888,-28.082127,-20.251804,-7.078141,5.607022,65.32514,15.145748,18.0,180.375,24.0,112.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,61.57421875,0.7823595404624939,5.41015625,0.0819789320230484,142.0,277.1428527832031,0.0,1026.7142333984375,0.0,46.0,7.0
23,Envelope,MORL_vec,MORL_RDX,8,5,5,0,Action 8 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 8 is worse on all objectives. Per-component: Resource: loses 32.496 weighted; Network: loses 72.415 weighted; Security: loses 10.775 weighted.,-32.495895,-72.415436,-10.775244,-26.248652,-8.959008,3.456069,6.2472453,63.45643,14.231313,22.0,188.5,18.0,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,64.373046875,1.3508082628250122,5.4140625,0.0819789320230484,142.0,277.1428527832031,0.0,1026.5714111328125,0.0,46.0,7.0
24,Envelope,MORL_vec,MORL_RDX,10,5,5,0,"Action 10 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 10 is better on Resource, worse on Network, Security. Per-component: Resource: gains 24.288 weighted; Network: loses 74.376 weighted; Security: loses 14.252 weighted.",24.287882,-74.37562,-14.25231,30.428797,-10.623825,-0.006326008,6.1409144,63.751793,14.245984,18.0,180.375,18.0,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,67.171875,0.7824233174324036,5.41015625,0.0819789320230484,142.0,277.1428527832031,0.0,1026.4285888671875,1.0,44.0,7.0
25,Envelope,MORL_vec,MORL_RDX,10,5,5,0,"Action 10 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 10 is better on Resource, worse on Network, Security. Per-component: Resource: gains 24.340 weighted; Network: loses 75.210 weighted; Security: loses 14.002 weighted.",24.339563,-75.210106,-14.001504,30.417225,-10.810185,0.18949443,6.077662,64.39992,14.190998,22.0,188.5,18.0,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,69.970703125,0.7895371317863464,5.41015625,0.0819789320230484,142.0,277.1428527832031,0.0,1026.4285888671875,2.0,44.0,7.0
26,Envelope,MORL_vec,MORL_RDX,9,5,5,0,"Action 9 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 9 is better on Resource, worse on Network, Security. Per-component: Resource: gains 2.264 weighted; Network: loses 51.848 weighted; Security: loses 56.669 weighted.",2.2640984,-51.847805,-56.668526,8.422347,13.143615,-42.50705,6.158249,64.99142,14.161476,22.0,188.5,20.0,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,72.76953125,0.7891632914543152,5.41015625,0.0819789320230484,142.0,277.1428527832031,0.0,1026.4285888671875,0.0,42.0,7.0
27,Envelope,MORL_vec,MORL_RDX,2,5,5,0,Action 2 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 2 is worse on all objectives. Per-component: Resource: loses 34.262 weighted; Network: loses 86.463 weighted; Security: loses 23.435 weighted.,-34.261852,-86.46317,-23.435387,-28.425598,-20.891834,-8.4598675,5.836251,65.57134,14.975518,22.0,188.5,20.0,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,75.568359375,0.7827513813972473,5.41015625,0.0819789320230484,142.0,277.0,0.0,1026.4285888671875,0.0,44.0,7.0
28,Envelope,MORL_vec,MORL_RDX,7,5,5,0,"Action 7 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 7 is better on Resource, worse on Network, Security. Per-component: Resource: gains 29.801 weighted; Network: loses 29.349 weighted; Security: loses 33.660 weighted.",29.800947,-29.349062,-33.65976,35.409954,35.902584,-18.185932,5.6090097,65.25165,15.4738245,22.0,188.5,18.0,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,78.3671875,1.5537899732589722,5.4140625,0.0819789320230484,142.0,277.0,0.0,1026.2857666015625,0.0,43.0,7.0
29,Envelope,MORL_vec,MORL_RDX,3,5,5,0,Action 3 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 3 is worse on all objectives. Per-component: Resource: loses 29.605 weighted; Network: loses 52.297 weighted; Security: loses 5.752 weighted.,-29.604864,-52.296787,-5.7521257,-24.122461,13.114125,9.028155,5.4824047,65.41091,14.780281,22.0,188.5,14.0,94.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,81.166015625,1.5538787841796875,5.4140625,0.0819789320230484,142.0,276.8571472167969,0.0,1026.2857666015625,0.0,44.0,7.0
30,Envelope,MORL_vec,MORL_RDX,7,5,5,0,"Action 7 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 7 is better on Resource, worse on Network, Security. Per-component: Resource: gains 28.966 weighted; Network: loses 29.133 weighted; Security: loses 33.117 weighted.",28.965717,-29.133335,-33.116978,34.177307,36.16973,-18.948153,5.2115912,65.30307,14.168825,24.0,194.625,14.0,94.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,83.96484375,0.037594933062791824,0.1927490234375,0.0819789320230484,142.0,276.71429443359375,0.0,1026.2857666015625,0.0,43.0,7.0
31,Envelope,MORL_vec,MORL_RDX,7,5,5,0,"Action 7 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 7 is better on Resource, worse on Network, Security. Per-component: Resource: gains 27.986 weighted; Network: loses 28.896 weighted; Security: loses 32.067 weighted.",27.986261,-28.89565,-32.066525,33.09066,36.55742,-18.102264,5.1043963,65.45307,13.96426,20.0,186.5,16.0,96.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,86.763671875,0.017763955518603325,0.06787109375,0.0819789320230484,142.0,276.5714416503906,0.0,1026.2857666015625,1.0,43.0,7.0
32,Envelope,MORL_vec,MORL_RDX,2,5,5,0,Action 2 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 2 is worse on all objectives. Per-component: Resource: loses 33.500 weighted; Network: loses 87.187 weighted; Security: loses 21.544 weighted.,-33.500256,-87.186554,-21.543947,-27.764057,-21.48576,-7.024224,5.7362,65.70079,14.519724,20.0,186.5,18.0,98.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,89.5625,0.037599291652441025,0.1937255859375,0.0819789320230484,142.0,276.5714416503906,0.0,1026.2857666015625,0.0,42.0,7.0
33,Envelope,MORL_vec,MORL_RDX,4,5,5,0,"Action 4 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 4 is better on Resource, Security, worse on Network. Per-component: Resource: gains 19.643 weighted; Network: loses 74.429 weighted; Security: gains 2.842 weighted.",19.643229,-74.4286,2.8417854,25.50523,-9.008438,18.193438,5.862002,65.420166,15.351651,20.0,186.5,20.0,104.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,92.361328125,0.037497930228710175,0.1917724609375,0.0819789320230484,142.0,276.5714416503906,0.0,1026.142822265625,0.0,44.0,7.0
34,Envelope,MORL_vec,MORL_RDX,10,5,5,0,"Action 10 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 10 is better on Resource, worse on Network, Security. Per-component: Resource: gains 24.354 weighted; Network: loses 75.608 weighted; Security: loses 15.556 weighted.",24.354246,-75.608315,-15.556104,29.906385,-10.353273,-0.73206365,5.55214,65.255035,14.824039,18.0,184.5,20.0,104.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798616647720337,4.578125,95.16015625,0.0111836027354002,0.017974853515625,0.0819789320230484,142.0,276.5714416503906,0.0,1026.0,0.0,45.0,7.0
35,Envelope,MORL_vec,MORL_RDX,6,5,5,0,Action 6 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 6 is worse on all objectives. Per-component: Resource: loses 71.679 weighted; Network: loses 90.497 weighted; Security: loses 26.308 weighted.,-71.67852,-90.49715,-26.308004,-65.54809,-25.458614,-11.701886,6.1304364,65.03853,14.606119,20.0,186.5,20.0,104.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.798337697982788,4.578125,97.958984375,0.018029620870947838,0.056671142578125,0.0819789320230484,141.0,276.4285583496094,0.0,1026.0,0.0,45.0,7.0
36,Envelope,MORL_vec,MORL_RDX,4,5,5,0,"Action 4 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 4 is better on Resource, Security, worse on Network. Per-component: Resource: gains 18.865 weighted; Network: loses 73.658 weighted; Security: gains 3.831 weighted.",18.86461,-73.658356,3.830785,25.184782,-7.981835,18.020714,6.320171,65.67652,14.189929,18.0,184.5,22.0,106.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7988955974578857,4.58203125,100.7578125,0.7894338965415955,5.41015625,0.0819789320230484,141.0,276.4285583496094,0.0,1025.857177734375,0.0,46.0,7.0
37,Envelope,MORL_vec,MORL_RDX,5,5,7,1,"Action 5 was executed and matches the highest-Q action (action 5). Compared to next-best action 7: better on Network, Security, worse on Resource. Per-component: Resource: loses 27.580 weighted; Network: gains 29.302 weighted; Security: gains 33.161 weighted.",-27.579737,29.301632,33.16056,5.808247,65.66479,14.669475,33.38798,36.363155,-18.491085,16.0,182.5,24.0,108.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7991747856140137,4.58203125,103.556640625,0.7892829179763794,5.41015625,0.0819789320230484,141.0,276.4285583496094,0.0,1025.7142333984375,0.0,46.0,7.0
38,Envelope,MORL_vec,MORL_RDX,10,5,5,0,"Action 10 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 10 is better on Resource, worse on Network, Security. Per-component: Resource: gains 22.905 weighted; Network: loses 76.438 weighted; Security: loses 14.589 weighted.",22.904621,-76.43764,-14.588508,29.250126,-10.457334,-0.2865934,6.3455043,65.98031,14.301914,18.0,184.5,22.0,106.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7991747856140137,4.58203125,106.35546875,0.018259048461914062,0.056610107421875,0.0819789320230484,141.0,276.28570556640625,0.0,1025.7142333984375,0.0,46.0,7.0
39,Envelope,MORL_vec,MORL_RDX,7,5,5,0,"Action 7 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 7 is better on Resource, worse on Network, Security. Per-component: Resource: gains 27.270 weighted; Network: loses 29.142 weighted; Security: loses 30.841 weighted.",27.270422,-29.142145,-30.841219,33.764008,35.181107,-16.93587,6.493587,64.32325,13.905352,20.0,186.5,22.0,106.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7991747856140137,4.58203125,109.154296875,0.0382755808532238,0.1986083984375,0.0819789320230484,140.0,276.1428527832031,0.0,1025.7142333984375,0.0,47.0,7.0
40,Envelope,MORL_vec,MORL_RDX,10,5,5,0,"Action 10 was executed; the highest-Q action (action 5) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 10 is better on Resource, worse on Network, Security. Per-component: Resource: gains 24.517 weighted; Network: loses 74.871 weighted; Security: loses 12.846 weighted.",24.517185,-74.87125,-12.845737,30.459656,-10.390153,0.985922,5.942472,64.48109,13.831659,20.0,186.5,18.0,98.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.7991747856140137,4.58203125,111.953125,0.7819799780845642,5.41015625,0.0819789320230484,140.0,276.0,0.0,1025.7142333984375,1.0,45.0,7.0
