step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,weighted_resource_diff,weighted_network_diff,weighted_security_diff,best_weighted_q_resource,best_weighted_q_network,best_weighted_q_security,alt_weighted_q_resource,alt_weighted_q_network,alt_weighted_q_security,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_mean_security_penalty,feat_max_security_penalty,feat_security_penalty_cumul,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_mtd_overhead,feat_min_remaining_mig,feat_mean_remaining_mig,feat_min_remaining_reinst,feat_mean_remaining_reinst,feat_steps_since_last_mtd,feat_total_ues,feat_nb_resources
2085,Envelope,MORL_vec,MORL_RDX,8,8,4,1,"Action 8 was executed and matches the highest-Q action (action 8). Compared to next-best action 4: better on Network, worse on Resource, Security. Per-component: Resource: loses 0.021 weighted; Network: gains 0.157 weighted; Security: loses 0.053 weighted.",-0.02128296,0.15711966,-0.053430177,-13.927154,4.099056,-76.36997,-13.90587,3.9419358,-76.31654,28.0,198.625,10.0,89.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.810335397720337,4.58203125,5859.859375,0.011932100169360638,0.05621337890625,0.0819789320230484,0.0,135.57142639160156,0.0,912.4285888671875,0.0,47.0,7.0
2086,Envelope,MORL_vec,MORL_RDX,3,3,4,1,Action 3 was executed and matches the highest-Q action (action 3). Compared to next-best action 4: better on all objectives. Per-component: Resource: gains 0.566 weighted; Network: gains 0.051 weighted; Security: gains 0.267 weighted.,0.56573945,0.051386837,0.2674759,-13.316042,4.5730004,-76.153076,-13.881782,4.5216136,-76.42055,28.0,198.625,6.0,81.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.810335397720337,4.58203125,5862.669921875,0.010985510423779488,0.0513916015625,0.0819789320230484,0.0,135.57142639160156,0.0,912.2857055664062,0.0,47.0,7.0
2087,Envelope,MORL_vec,MORL_RDX,6,6,9,1,"Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 9: better on Resource, Security, worse on Network. Per-component: Resource: gains 1.199 weighted; Network: loses 0.068 weighted; Security: gains 0.850 weighted.",1.1994705,-0.06813498,0.84992987,-13.030658,3.6835053,-76.06171,-14.230128,3.7516403,-76.91164,26.0,196.625,8.0,83.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.810335397720337,4.58203125,5865.48046875,0.018416812643408775,0.10205078125,0.0819789320230484,0.0,135.42857360839844,0.0,912.2857055664062,0.0,47.0,7.0
2088,Envelope,MORL_vec,MORL_RDX,2,9,9,0,"Action 2 was executed; the highest-Q action (action 9) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 2 is better on Network, Security, worse on Resource. Per-component: Resource: loses 1.169 weighted; Network: gains 0.161 weighted; Security: gains 0.567 weighted.",-1.1692184,0.1614092,0.56689,-15.5520735,4.1705084,-76.65477,-14.382855,4.0090995,-77.22166,26.0,196.625,8.0,83.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.810335397720337,4.58203125,5868.291015625,0.019563674926757812,0.060943603515625,0.0819789320230484,0.0,135.42857360839844,0.0,912.1428833007812,0.0,47.0,7.0
2089,Envelope,MORL_vec,MORL_RDX,8,8,4,1,"Action 8 was executed and matches the highest-Q action (action 8). Compared to next-best action 4: better on Network, worse on Resource, Security. Per-component: Resource: loses 0.861 weighted; Network: gains 1.461 weighted; Security: loses 0.307 weighted.",-0.86107635,1.4614526,-0.30746156,-15.549387,5.056217,-76.32275,-14.688311,3.5947647,-76.01529,26.0,196.625,12.0,92.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.810335397720337,4.58203125,5871.1015625,0.044784002006053925,0.1910400390625,0.0819789320230484,0.0,135.42857360839844,0.0,912.0,0.0,46.0,7.0
2090,Envelope,MORL_vec,MORL_RDX,9,9,3,1,Action 9 was executed and matches the highest-Q action (action 9). Compared to next-best action 3: better on all objectives. Per-component: Resource: gains 1.830 weighted; Network: gains 0.360 weighted; Security: gains 0.202 weighted.,1.8296937,0.3595113,0.20169984,-13.139048,4.4242945,-76.007355,-14.968741,4.064783,-76.20905,26.0,196.625,8.0,83.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.810335397720337,4.58203125,5873.912109375,0.011581693775951862,0.053802490234375,0.0819789320230484,0.0,135.42857360839844,0.0,911.8571166992188,1.0,46.0,7.0
2091,Envelope,MORL_vec,MORL_RDX,9,6,6,0,"Action 9 was executed; the highest-Q action (action 6) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 9 is better on Security, worse on Resource, Network. Per-component: Resource: loses 0.211 weighted; Network: loses 0.182 weighted; Security: gains 0.270 weighted.",-0.21056977,-0.18175107,0.27018586,-14.412639,3.1541598,-75.624214,-14.202069,3.3359108,-75.8944,26.0,196.625,10.0,85.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.810335397720337,4.58203125,5876.72265625,0.0183890201151371,0.1015625,0.0819789320230484,0.0,135.42857360839844,0.0,911.8571166992188,2.0,46.0,7.0
2092,Envelope,MORL_vec,MORL_RDX,2,2,1,1,Action 2 was executed and matches the highest-Q action (action 2). Compared to next-best action 1: better on all objectives. Per-component: Resource: gains 0.345 weighted; Network: gains 0.585 weighted; Security: gains 0.174 weighted.,0.34530488,0.58493876,0.17412873,-12.738855,3.41568,-73.587494,-13.08416,2.8307412,-73.76162,26.0,196.625,12.0,88.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.810335397720337,4.58203125,5879.533203125,0.0188260767608881,0.05975341796875,0.0819789320230484,0.0,135.42857360839844,0.0,911.8571166992188,0.0,46.0,7.0
2093,Envelope,MORL_vec,MORL_RDX,8,8,6,1,"Action 8 was executed and matches the highest-Q action (action 8). Compared to next-best action 6: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.451 weighted; Network: gains 0.896 weighted; Security: gains 0.219 weighted.",-0.4506653,0.896289,0.21869202,-13.455515,3.6234546,-74.64324,-13.004849,2.7271655,-74.86193,26.0,196.625,14.0,94.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.810335397720337,4.58203125,5882.34375,0.0185252595692873,0.053436279296875,0.0819789320230484,0.0,135.42857360839844,0.0,911.7142944335938,0.0,47.0,7.0
2094,Envelope,MORL_vec,MORL_RDX,6,6,4,1,"Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 4: better on Resource, Security, worse on Network. Per-component: Resource: gains 1.671 weighted; Network: loses 0.361 weighted; Security: gains 1.499 weighted.",1.6705925,-0.3607687,1.4992447,-12.37557,3.9912727,-74.61934,-14.046163,4.3520417,-76.11858,26.0,196.625,10.0,85.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8111724853515625,4.5859375,5885.154296875,0.0120146619156003,0.05731201171875,0.0819789320230484,0.0,135.42857360839844,0.0,911.5714111328125,0.0,47.0,7.0
2095,Envelope,MORL_vec,MORL_RDX,2,2,1,1,"Action 2 was executed and matches the highest-Q action (action 2). Compared to next-best action 1: better on Resource, Network, worse on Security. Per-component: Resource: gains 0.348 weighted; Network: gains 0.908 weighted; Security: loses 0.123 weighted.",0.3476227,0.9084927,-0.12252503,-13.27463,3.9780076,-75.2762,-13.622252,3.069515,-75.15367,26.0,196.625,10.0,85.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8114514350891113,4.5859375,5887.96484375,0.018492016941308975,0.060211181640625,0.0819789320230484,0.0,135.42857360839844,0.0,911.4285888671875,0.0,47.0,7.0
2096,Envelope,MORL_vec,MORL_RDX,4,4,9,1,"Action 4 was executed and matches the highest-Q action (action 4). Compared to next-best action 9: better on Network, worse on Resource, Security. Per-component: Resource: loses 0.718 weighted; Network: gains 2.077 weighted; Security: loses 0.466 weighted.",-0.71824497,2.0773969,-0.4660309,-13.225014,5.078935,-76.5107,-12.506769,3.0015383,-76.04466,26.0,196.625,8.0,83.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8114514350891113,4.5859375,5890.775390625,0.010854448191821575,0.049835205078125,0.0819789320230484,0.0,135.42857360839844,0.0,911.2857055664062,0.0,47.0,7.0
2097,Envelope,MORL_vec,MORL_RDX,8,8,7,1,"Action 8 was executed and matches the highest-Q action (action 8). Compared to next-best action 7: better on Resource, Network, worse on Security. Per-component: Resource: gains 0.199 weighted; Network: gains 0.806 weighted; Security: loses 0.252 weighted.",0.19898911,0.805925,-0.25221863,-12.638499,4.6878266,-76.33952,-12.837488,3.8819015,-76.0873,24.0,194.625,12.0,91.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8114514350891113,4.5859375,5893.5859375,0.018854958936572075,0.053558349609375,0.0819789320230484,0.0,135.42857360839844,0.0,911.1428833007812,0.0,48.0,7.0
2098,Envelope,MORL_vec,MORL_RDX,4,4,3,1,"Action 4 was executed and matches the highest-Q action (action 4). Compared to next-best action 3: better on Resource, Network, worse on Security. Per-component: Resource: gains 1.374 weighted; Network: gains 0.799 weighted; Security: loses 0.041 weighted.",1.3738282,0.79935414,-0.040686037,-12.552528,4.7299943,-76.32673,-13.926356,3.9306402,-76.28604,26.0,196.625,10.0,85.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8114514350891113,4.5859375,5896.396484375,0.025910785421729088,0.1026611328125,0.0819789320230484,0.0,135.42857360839844,0.0,911.0,0.0,49.0,7.0
2099,Envelope,MORL_vec,MORL_RDX,2,1,1,0,"Action 2 was executed; the highest-Q action (action 1) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 2 is better on Network, worse on Resource, Security. Per-component: Resource: loses 0.954 weighted; Network: gains 0.865 weighted; Security: loses 0.392 weighted.",-0.9544449,0.8653147,-0.39245453,-15.956744,3.5851734,-76.7417,-15.002299,2.7198586,-76.34925,24.0,194.625,12.0,87.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8114514350891113,4.5859375,5899.20703125,0.0193012785166502,0.0609130859375,0.0819789320230484,0.0,135.42857360839844,0.0,910.8571166992188,0.0,48.0,7.0
2100,Envelope,MORL_vec,MORL_RDX,4,4,5,1,Action 4 was executed and matches the highest-Q action (action 4). Compared to next-best action 5: better on all objectives. Per-component: Resource: gains 1.000 weighted; Network: gains 0.124 weighted; Security: gains 0.518 weighted.,1.0004272,0.12367488,0.5178818,-13.402283,3.4683726,-75.42547,-14.40271,3.3446977,-75.94335,26.0,196.625,10.0,85.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8114514350891113,4.5859375,5902.017578125,0.017924990504980087,0.053497314453125,0.0819789320230484,0.0,135.42857360839844,0.0,910.7142944335938,0.0,48.0,7.0
2101,Envelope,MORL_vec,MORL_RDX,8,7,7,0,"Action 8 was executed; the highest-Q action (action 7) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 8 is better on Network, Security, worse on Resource. Per-component: Resource: loses 1.566 weighted; Network: gains 0.232 weighted; Security: gains 0.255 weighted.",-1.5664262,0.2322939,0.25494692,-14.913935,4.0637054,-75.44565,-13.347508,3.8314116,-75.7006,24.0,194.625,14.0,94.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8114514350891113,4.5859375,5904.828125,0.01837594248354435,0.0533447265625,0.0819789320230484,0.0,135.42857360839844,0.0,910.5714111328125,0.0,49.0,7.0
2102,Envelope,MORL_vec,MORL_RDX,6,4,4,0,"Action 6 was executed; the highest-Q action (action 4) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 6 is better on Network, Security, worse on Resource. Per-component: Resource: loses 1.388 weighted; Network: gains 0.712 weighted; Security: gains 0.356 weighted.",-1.3876755,0.7120912,0.35613558,-14.729326,4.187178,-75.45184,-13.341651,3.475087,-75.807976,26.0,196.625,10.0,85.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8114514350891113,4.5859375,5907.638671875,0.018327441066503525,0.053680419921875,0.0819789320230484,0.0,135.42857360839844,0.0,910.4285888671875,0.0,49.0,7.0
2103,Envelope,MORL_vec,MORL_RDX,2,2,4,1,"Action 2 was executed and matches the highest-Q action (action 2). Compared to next-best action 4: better on Resource, Security, worse on Network. Per-component: Resource: gains 1.474 weighted; Network: loses 0.493 weighted; Security: gains 0.927 weighted.",1.4736779,-0.49285614,0.92687076,-12.494032,3.610296,-75.05711,-13.96771,4.1031523,-75.983986,26.0,196.625,10.0,85.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8114514350891113,4.5859375,5910.44921875,0.018476758152246475,0.06463623046875,0.0819789320230484,0.0,135.42857360839844,0.0,910.2857055664062,0.0,50.0,7.0
2104,Envelope,MORL_vec,MORL_RDX,4,4,9,1,"Action 4 was executed and matches the highest-Q action (action 4). Compared to next-best action 9: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.083 weighted; Network: gains 0.321 weighted; Security: gains 0.165 weighted.",-0.08298645,0.32082197,0.16538544,-13.892039,3.4240968,-75.58831,-13.809053,3.1032748,-75.7537,26.0,196.625,8.0,83.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8114514350891113,4.5859375,5913.26171875,0.012208938598632812,0.05511474609375,0.0819789320230484,0.0,135.42857360839844,0.0,910.1428833007812,0.0,50.0,7.0
2105,Envelope,MORL_vec,MORL_RDX,9,9,8,1,"Action 9 was executed and matches the highest-Q action (action 9). Compared to next-best action 8: better on Security, worse on Resource, Network. Per-component: Resource: loses 0.131 weighted; Network: loses 0.128 weighted; Security: gains 1.177 weighted.",-0.13131714,-0.12814695,1.1765717,-13.298096,3.9396167,-74.884476,-13.166779,4.067764,-76.06105,24.0,194.625,12.0,91.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8117306232452393,4.5859375,5916.07421875,0.018388202413916588,0.052764892578125,0.0819789320230484,0.0,135.42857360839844,0.0,910.0,1.0,50.0,7.0
2106,Envelope,MORL_vec,MORL_RDX,4,4,8,1,"Action 4 was executed and matches the highest-Q action (action 4). Compared to next-best action 8: better on Network, Security, worse on Resource. Per-component: Resource: loses 1.215 weighted; Network: gains 0.878 weighted; Security: gains 0.427 weighted.",-1.2147782,0.8783584,0.426709,-13.979594,3.9140966,-75.58128,-12.764816,3.0357382,-76.007996,26.0,196.625,14.0,93.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.812009572982788,4.5859375,5918.88671875,0.025973184034228325,0.10064697265625,0.0819789320230484,0.0,135.42857360839844,0.0,910.0,0.0,49.0,7.0
2107,Envelope,MORL_vec,MORL_RDX,9,2,2,0,"Action 9 was executed; the highest-Q action (action 2) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 9 is better on Network, Security, worse on Resource. Per-component: Resource: loses 1.274 weighted; Network: gains 0.422 weighted; Security: gains 0.212 weighted.",-1.274318,0.42199603,0.21231538,-15.214843,2.9024148,-75.88673,-13.940524,2.480419,-76.099045,24.0,194.625,16.0,96.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.812009572982788,4.5859375,5921.69921875,0.018975121900439262,0.06439208984375,0.0819789320230484,0.0,135.42857360839844,0.0,909.8571166992188,1.0,49.0,7.0
2108,Envelope,MORL_vec,MORL_RDX,4,4,7,1,"Action 4 was executed and matches the highest-Q action (action 4). Compared to next-best action 7: better on Network, worse on Resource, Security. Per-component: Resource: loses 0.983 weighted; Network: gains 1.704 weighted; Security: loses 0.145 weighted.",-0.9833115,1.7042054,-0.14547272,-14.375335,3.8376062,-75.51734,-13.392023,2.1334007,-75.37187,26.0,196.625,16.0,96.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.812009572982788,4.5859375,5924.51171875,0.018718447536230087,0.053558349609375,0.0819789320230484,0.0,135.42857360839844,0.0,909.8571166992188,0.0,50.0,7.0
2109,Envelope,MORL_vec,MORL_RDX,8,7,7,0,"Action 8 was executed; the highest-Q action (action 7) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 8 is better on Network, Security, worse on Resource. Per-component: Resource: loses 1.185 weighted; Network: gains 0.825 weighted; Security: gains 0.225 weighted.",-1.1854553,0.82522064,0.2249176,-14.007733,3.2284825,-75.22865,-12.822278,2.403262,-75.45357,24.0,194.625,16.0,96.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.812009572982788,4.5859375,5927.32421875,0.011943272314965725,0.053314208984375,0.0819789320230484,0.0,135.42857360839844,0.0,909.7142944335938,0.0,49.0,7.0
2110,Envelope,MORL_vec,MORL_RDX,1,4,4,0,"Action 1 was executed; the highest-Q action (action 4) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 1 is better on Security, worse on Resource, Network. Per-component: Resource: loses 1.345 weighted; Network: loses 0.414 weighted; Security: gains 1.445 weighted.",-1.3450867,-0.41361496,1.4453934,-14.149909,3.7766042,-74.34015,-12.804822,4.1902194,-75.78554,26.0,196.625,12.0,87.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.812009572982788,4.5859375,5930.13671875,0.019120624288916588,0.054412841796875,0.0819789320230484,0.0,135.42857360839844,0.0,909.5714111328125,0.0,49.0,7.0
2111,Envelope,MORL_vec,MORL_RDX,6,6,5,1,"Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 5: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.009 weighted; Network: gains 0.359 weighted; Security: gains 0.819 weighted.",-0.00910492,0.3585062,0.81931,-13.0339155,4.2518635,-74.601456,-13.024811,3.893357,-75.42077,24.0,194.625,12.0,87.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8125674724578857,4.58984375,5932.94921875,0.011971882544457912,0.051910400390625,0.0819789320230484,0.0,135.2857208251953,0.0,909.5714111328125,0.0,49.0,7.0
2112,Envelope,MORL_vec,MORL_RDX,4,4,3,1,"Action 4 was executed and matches the highest-Q action (action 4). Compared to next-best action 3: better on Resource, Network, worse on Security. Per-component: Resource: gains 1.758 weighted; Network: gains 1.046 weighted; Security: loses 0.081 weighted.",1.7578461,1.0458281,-0.08101502,-13.008873,4.303871,-76.03613,-14.766719,3.2580433,-75.95512,24.0,194.625,10.0,85.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8125674724578857,4.58984375,5935.76171875,0.011369978077709675,0.047607421875,0.0819789320230484,0.0,135.2857208251953,0.0,909.4285888671875,0.0,49.0,7.0
2113,Envelope,MORL_vec,MORL_RDX,1,1,2,1,"Action 1 was executed and matches the highest-Q action (action 1). Compared to next-best action 2: better on Resource, Security, worse on Network. Per-component: Resource: gains 1.375 weighted; Network: loses 0.614 weighted; Security: gains 0.620 weighted.",1.3750428,-0.6141057,0.6197708,-12.518829,3.5902028,-74.77962,-13.893872,4.2043085,-75.39939,22.0,192.625,16.0,96.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8125674724578857,4.58984375,5938.57421875,0.04647527262568474,0.2030029296875,0.0819789320230484,0.0,135.2857208251953,0.0,909.2857055664062,0.0,48.0,7.0
2114,Envelope,MORL_vec,MORL_RDX,4,4,3,1,Action 4 was executed and matches the highest-Q action (action 4). Compared to next-best action 3: better on all objectives. Per-component: Resource: gains 0.669 weighted; Network: gains 0.324 weighted; Security: gains 0.648 weighted.,0.6694092,0.32447636,0.6481522,-13.278747,3.9515479,-74.134254,-13.948155,3.6270714,-74.7824,24.0,194.625,14.0,93.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8125674724578857,4.58984375,5941.38671875,0.019753048196434975,0.05877685546875,0.0819789320230484,0.0,135.14285278320312,0.0,909.2857055664062,0.0,48.0,7.0
2115,Envelope,MORL_vec,MORL_RDX,2,2,1,1,"Action 2 was executed and matches the highest-Q action (action 2). Compared to next-best action 1: better on Network, worse on Resource, Security. Per-component: Resource: loses 0.603 weighted; Network: gains 0.899 weighted; Security: loses 0.017 weighted.",-0.6026627,0.8986865,-0.016566468,-13.6971,3.4386344,-75.22639,-13.094437,2.539948,-75.209816,24.0,194.625,16.0,96.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8128466606140137,4.58984375,5944.19921875,0.04518100246787071,0.2021484375,0.0819789320230484,0.0,135.14285278320312,0.0,909.1428833007812,0.0,47.0,7.0
2116,Envelope,MORL_vec,MORL_RDX,4,4,8,1,"Action 4 was executed and matches the highest-Q action (action 4). Compared to next-best action 8: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.125 weighted; Network: gains 0.069 weighted; Security: gains 0.593 weighted.",-0.12544708,0.06907282,0.592923,-13.613757,3.7211428,-74.91044,-13.488311,3.6520698,-75.503365,26.0,196.625,14.0,93.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8128466606140137,4.58984375,5947.01171875,0.018279757350683212,0.053955078125,0.0819789320230484,0.0,135.14285278320312,0.0,909.0,0.0,46.0,7.0
2117,Envelope,MORL_vec,MORL_RDX,9,9,8,1,"Action 9 was executed and matches the highest-Q action (action 9). Compared to next-best action 8: better on Resource, Security, worse on Network. Per-component: Resource: gains 0.341 weighted; Network: loses 0.156 weighted; Security: gains 0.155 weighted.",0.34080353,-0.1555953,0.15547486,-13.921056,3.395134,-76.905396,-14.261859,3.5507293,-77.060875,24.0,194.625,14.0,93.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8131256103515625,4.58984375,5949.82421875,0.011372157372534275,0.049835205078125,0.0819789320230484,0.0,135.14285278320312,0.0,908.8571166992188,1.0,47.0,7.0
2118,Envelope,MORL_vec,MORL_RDX,7,7,3,1,"Action 7 was executed and matches the highest-Q action (action 7). Compared to next-best action 3: better on Resource, Security, worse on Network. Per-component: Resource: gains 0.161 weighted; Network: loses 0.091 weighted; Security: gains 0.430 weighted.",0.16104431,-0.09139138,0.4295151,-14.365618,3.0337534,-76.19769,-14.526662,3.1251447,-76.62721,26.0,196.625,14.0,93.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8131256103515625,4.58984375,5952.63671875,0.018498284742236137,0.0533447265625,0.0819789320230484,0.0,135.14285278320312,0.0,908.8571166992188,0.0,47.0,7.0
2119,Envelope,MORL_vec,MORL_RDX,3,3,2,1,"Action 3 was executed and matches the highest-Q action (action 3). Compared to next-best action 2: better on Resource, Network, worse on Security. Per-component: Resource: gains 0.984 weighted; Network: gains 0.179 weighted; Security: loses 0.048 weighted.",0.9841034,0.17902279,-0.048056033,-14.044143,3.194122,-76.02072,-15.028246,3.0150993,-75.97267,22.0,188.5,16.0,96.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8131256103515625,4.58984375,5955.44921875,0.018412454053759575,0.06353759765625,0.0819789320230484,0.0,135.0,0.0,908.8571166992188,0.0,48.0,7.0
2120,Envelope,MORL_vec,MORL_RDX,6,6,2,1,"Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 2: better on Resource, Network, worse on Security. Per-component: Resource: gains 2.050 weighted; Network: gains 0.104 weighted; Security: loses 0.061 weighted.",2.049614,0.10398532,-0.06084595,-13.620415,3.6891477,-75.13744,-15.670029,3.5851624,-75.0766,22.0,188.5,14.0,93.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8131256103515625,4.58984375,5958.26171875,0.011615208350121975,0.051300048828125,0.0819789320230484,0.0,134.85714721679688,0.0,908.8571166992188,0.0,49.0,7.0
2121,Envelope,MORL_vec,MORL_RDX,7,7,2,1,"Action 7 was executed and matches the highest-Q action (action 7). Compared to next-best action 2: better on Resource, worse on Network, Security. Per-component: Resource: gains 1.613 weighted; Network: loses 0.060 weighted; Security: loses 0.143 weighted.",1.6130784,-0.06023226,-0.14320679,-13.750691,3.4272327,-74.551926,-15.36377,3.487465,-74.40872,24.0,190.5,16.0,100.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8131256103515625,4.58984375,5961.07421875,0.06542450934648514,0.191650390625,0.0819789320230484,0.0,134.85714721679688,0.0,908.7142944335938,0.0,49.0,7.0
2122,Envelope,MORL_vec,MORL_RDX,2,2,1,1,"Action 2 was executed and matches the highest-Q action (action 2). Compared to next-best action 1: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.133 weighted; Network: gains 0.426 weighted; Security: gains 0.270 weighted.",-0.13270569,0.42594597,0.27008057,-14.245478,3.9119494,-73.32785,-14.112772,3.4860036,-73.59793,24.0,190.5,12.0,91.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8131256103515625,4.58984375,5963.88671875,0.011438369750976562,0.0494384765625,0.0819789320230484,0.0,134.7142791748047,0.0,908.7142944335938,0.0,49.0,7.0
2123,Envelope,MORL_vec,MORL_RDX,8,7,7,0,"Action 8 was executed; the highest-Q action (action 7) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 8 is better on Network, worse on Resource, Security. Per-component: Resource: loses 1.374 weighted; Network: gains 1.375 weighted; Security: loses 0.008 weighted.",-1.3739929,1.3753324,-0.007832337,-14.437182,4.6286526,-74.20023,-13.0631895,3.2533202,-74.1924,28.0,198.625,10.0,89.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8131256103515625,4.58984375,5966.69921875,0.037911005318164825,0.19140625,0.0819789320230484,0.0,134.7142791748047,0.0,908.5714111328125,0.0,49.0,7.0
2124,Envelope,MORL_vec,MORL_RDX,6,6,4,1,"Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 4: better on Resource, Security, worse on Network. Per-component: Resource: gains 0.588 weighted; Network: loses 0.342 weighted; Security: gains 0.501 weighted.",0.5876404,-0.34178412,0.500679,-12.647066,4.032069,-75.00944,-13.234706,4.373853,-75.51012,28.0,198.625,8.0,83.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8131256103515625,4.58984375,5969.51171875,0.019611358642578125,0.10748291015625,0.0819789320230484,0.0,134.7142791748047,0.0,908.4285888671875,0.0,48.0,7.0
2125,Envelope,MORL_vec,MORL_RDX,3,3,4,1,"Action 3 was executed and matches the highest-Q action (action 3). Compared to next-best action 4: better on Resource, Security, worse on Network. Per-component: Resource: gains 0.017 weighted; Network: loses 0.668 weighted; Security: gains 0.824 weighted.",0.01730423,-0.6678017,0.8235535,-12.793235,4.344814,-75.836426,-12.810539,5.012615,-76.65998,28.0,198.625,6.0,81.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8131256103515625,4.58984375,5972.32421875,0.011234283447265625,0.049163818359375,0.0819789320230484,0.0,134.7142791748047,0.0,908.2857055664062,0.0,48.0,7.0
