feat_mean_mtd_overhead,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_security_penalty,feat_max_security_penalty
0.020308196666666674,0.000824201666666656,0.0033058016666666626,-0.002194680000000002,0.03164144000000002
0.011820434333333352,0.0019840626666666732,-0.003321855666666665,0.020873957666666637,0.004435201000000001
0.03774794799999996,0.002780306333333346,0.008315928000000002,0.0017644646666666874,0.0031373130000000187
0.02230506666666664,0.0019012116666666933,0.007010129999999987,-0.013545521666666642,-0.0005284266666666683
0.02279747866666666,-0.0009777929999999907,0.01930355366666665,-0.01418757299999998,0.0021024336666666753
0.016611222333333314,-0.00987339433333333,0.01949764233333333,-0.0004332776666666448,-0.001671172666666666
-0.009702363000000044,-0.06465784966666664,0.013550838666666589,-0.06041453466666654,0.005065048666666641
0.014584111666666665,-0.009937338333333334,0.019761751666666657,-0.00017073499999998613,4.623000000000127e-05
0.020098019666666658,0.0016986296666666734,0.022102051333333317,-0.012631295333333304,0.005352694666666672
0.0003518323333333087,0.0070224840000000024,-0.0009508509999999854,0.03102031566666665,0.007192098999999998
0.0,-0.05792331833333333,0.013692271666666617,-0.09150354499999995,-0.008548268333333327
0.0,0.0025685650000000218,0.010972454999999994,-0.002518018333333323,0.006351458333333329
0.0,0.004662213333333355,0.013413829999999993,-0.004780573333333326,0.004026989999999991
0.0,-0.0006223600000000024,0.022577973333333345,0.0019487933333333276,0.009922693333333342
0.0,0.009799028333333328,0.009313505,-0.002662528333333327,0.004816954999999999
0.0,0.005239418333333344,0.026594274999999997,-0.008264964999999992,0.005998371666666668
0.0,0.009009398333333356,0.015530514999999995,0.020678848333333333,0.009449558333333325
0.0,0.05626066833333329,-0.09930960499999995,0.04405267166666664,-0.02097123499999999
0.0,-0.00158587499999998,0.004076131666666658,-0.016474824999999995,-4.197166666666634e-05
0.0,0.05251490166666662,-0.0970896883333333,0.045619764999999986,-0.02101247833333332
0.0,0.010752168333333298,0.031466055,0.03678685499999999,0.01145380166666669
0.0,0.02249701833333333,0.012570348333333342,0.039806471666666655,0.015585041666666665
0.0,-0.0005265933333333112,0.006919739999999988,0.014667949999999983,0.0051442233333333426
0.0,-0.0010040949999999861,0.006877574999999985,0.015354561666666666,0.004977278333333338
0.0,0.00021783166666669226,0.006642758333333315,0.014164594999999988,0.005180135000000009
0.0,-0.0018205249999999878,0.018593911666666667,-0.014232361666666669,0.003610075000000002
0.0,0.015666904999999988,0.028467431666666678,0.019781721666666658,0.0011721016666666612
0.0,0.0006934516666666676,0.010288628333333332,-0.0007123950000000011,0.003303275
0.0,0.014717615000000036,-0.004730261666666647,0.0014138083333332732,0.012342458333333327
0.0,-0.017050090000000028,0.012522903333333339,-0.004434443333333309,-0.004722350000000001
0.0,0.018237081666666672,0.05591491166666669,0.028196961666666655,-0.0007238549999999955
0.0,0.004514831666666667,0.004267058333333331,-0.007828951666666662,0.0019720216666666646
0.0,0.040198800000000035,0.03708704333333335,0.022935729999999998,0.0014035266666666407
0.0,-0.012737809999999992,-0.03847275333333336,-0.10353848666666665,-0.010086810000000002
0.0,0.0011771533333333334,0.0053301933333333405,-0.026179203333333324,-0.0019936833333333327
0.0,0.004609169999999989,0.010011843333333334,0.03038549333333334,0.009978373333333318
0.0,0.0016600000000000007,0.0019808866666666636,-0.009221009999999997,2.008333333333289e-05
0.0,0.02639364000000001,0.015129553333333335,0.02353518333333334,-0.007823276666666643
0.0,0.0023043350000000046,-0.006028801666666659,0.023387378333333327,0.005451888333333333
0.0,-0.01921940833333329,-0.034017191666666675,0.05140858833333327,-0.02434448833333332
0.0,-0.006998298333333319,0.01443671833333333,-0.020776074999999995,0.001332754999999998
0.0,0.023972774999999998,0.01592706499999999,0.018550455,0.025858324999999974
0.0,-0.018313398333333345,0.01106354833333334,-0.006525038333333314,-0.005643091666666677
0.0,0.03217543666666668,0.017054303333333336,0.00994373666666662,0.025135143333333332
0.0,-0.007161091666666653,0.013620294999999998,-0.019268305,0.0008042016666666707
0.0,0.03212021666666665,0.04800932333333337,0.03889850999999999,0.013611109999999982
0.0,-0.0061210966666666936,0.014420263333333322,0.020172596666666667,0.007819116666666678
0.0,-0.003111298333333311,-0.007306371666666668,0.02289955499999999,0.003181914999999993
0.0,0.03718451333333333,0.05030393666666668,0.03892564999999999,0.006189059999999996
0.0,0.03709252166666666,0.04920075166666669,0.03371583166666665,0.012629055
0.0,0.019125216666666656,0.030541823333333325,0.02439339,0.005016729999999983
0.0,0.0692469483333333,-0.08384586499999994,0.036575194999999984,-0.015414778333333344
0.0,-0.008953011666666677,0.010709718333333333,0.02398843166666668,0.005052741666666644
0.0,0.003370154999999985,-0.005403671666666686,0.028041561666666676,0.004789834999999999
0.0,0.06536408666666657,-0.08836263333333327,0.03934342333333334,-0.009783376666666642
0.0,0.03337085500000002,0.024249745000000007,0.03156401166666667,-0.005001511666666653
0.0,-0.0017625616666666483,0.0027743616666666476,0.01014838833333333,0.004826131666666669
0.0,-0.010768111666666672,-0.0017216549999999897,0.02205675499999999,0.0011858116666666717
0.0,0.03464548166666667,0.026897414999999994,0.022302001666666686,0.0003382016666666904
0.0,0.030367283333333293,0.021809243333333332,0.022078856666666615,0.004507236666666747
0.0,-0.009509696666666656,0.011109983333333332,-0.0211524,0.0006622133333333349
0.0,0.04213591499999998,0.025895491666666666,0.013251168333333299,0.019181045000000025
0.0,0.05821692499999991,0.033555498333333315,0.0007458383333333735,0.007945358333333373
0.0,0.022011874999999997,0.036141171666666666,0.012875834999999988,0.003497278333333312
0.0,0.016954509999999978,0.033074823333333336,0.019937220000000002,0.004559606666666646
0.0,0.08144736666666659,-0.09162454999999996,0.031222203333333344,-0.007968519999999986
0.0,-0.011990803333333355,0.008213726666666655,0.019302366666666675,0.0060625899999999944
0.0,-0.01324567666666669,0.008485299999999994,0.02025805333333334,0.006090203333333323
0.0,0.026795488333333353,0.0063147016666667,0.014365294999999962,0.014411134999999966
0.0,0.06214840666666663,-0.0895332666666666,0.048335806666666634,-0.007874446666666673
0.0,0.02965882,0.009178996666666647,0.01923454666666664,0.015163256666666682
0.0,-0.0049997949999999736,-0.0008252850000000153,0.012623321666666657,0.0007590783333333373
0.0,0.02705183000000002,0.010851696666666674,0.015181656666666628,0.020150436666666657
0.0,-0.02271587499999998,-0.041898935000000054,0.05661315499999999,-0.003729844999999978
0.0,0.02848146166666666,0.028742978333333374,0.022399158333333336,-0.005617498333333318
0.0,0.00529989166666667,0.007885155000000012,-0.02327886166666667,-0.0016557249999999933
0.0,0.010874381666666669,-0.0005924883333333283,0.005767575000000003,0.016735151666666646
0.0,0.02758914833333333,0.029398825000000014,0.025389214999999986,0.007931971666666662
0.0,0.025745406666666658,0.03323908333333333,0.023961426666666678,0.007363243333333325
0.0,0.012303210000000009,0.04045147666666669,0.02508660333333331,0.012467869999999982
0.0,0.0008125866666666634,0.006897890000000009,0.004461236666666661,0.012485906666666659
0.0,0.0033081583333333443,0.003345721666666666,-0.025874288333333325,-0.0022291316666666686
