feature,mean_abs_shap,mean_shap
feat_max_security_penalty,4.307986225570172,3.361518431832245
feat_max_network_penalty,3.5441055331382465,2.632354044118385
feat_mean_security_penalty,2.6475800146494883,1.753399569365676
feat_mean_network_penalty,2.598965905245384,1.4194775924112768
feat_mean_mtd_overhead,0.065131452587504,0.027435915422903544
