feat_mean_mtd_overhead,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_security_penalty,feat_max_security_penalty,ci,cj,action
0.081978932,0.6781046986579895,4.6953125,2.7994537353515625,4.578125,0,1,7
0.081978932,0.013148988597095,0.053405762,2.880647897720337,4.578125,0,2,2
0.081978932,0.0393311642110347,0.190795898,2.9590518474578857,4.7578125,0,3,1
0.081978932,0.308776319,2.06640625,2.798616647720337,4.578125,0,4,7
0.081978932,0.0339306406676769,0.190795898,2.8167529106140137,4.60546875,0,5,2
0.081978932,0.7874031066894531,5.40625,2.7988955974578857,4.578125,0,6,5
0.081978932,0.7805448174476624,5.41015625,2.7991747856140137,4.578125,0,7,5
0.081978932,0.78091377,5.41015625,2.7994537353515625,4.578125,0,8,5
0.081978932,0.006332397,0.023895264,2.853304147720337,4.578125,0,9,2
0.081978932,0.032080512,0.191040039,2.9414737224578857,4.71484375,0,10,1
0.081978932,0.006535121,0.025497437,2.7988955974578857,4.578125,0,11,2
0.081978932,0.008976256,0.018920898,2.7997326850891118,4.58203125,1,2,7
0.081978932,0.005437306,0.016616821,2.9517974853515625,4.7421875,1,3,1
0.081978932,0.004541397,0.011619568,2.9378466606140137,4.703125,1,4,1
0.081978932,0.009904861,0.034973145,2.8000118732452397,4.58203125,1,5,5
0.081978932,0.009870256,0.033081055,2.7991747856140137,4.578125,1,6,7
0.081978932,0.008652823,0.020751953,2.8011279106140137,4.59375,1,7,7
0.081978932,0.005961282,0.022369385,2.9718868732452397,4.79296875,1,8,1
0.081978932,0.010773795,0.020584106,2.798616647720337,4.578125,1,9,7
0.081978932,0.0185086391866207,0.053253174,2.800569772720337,4.58984375,1,10,7
0.081978932,0.012297494,0.05368042,2.9534716606140137,4.74609375,1,11,1
0.081978932,0.005683082,0.019699097,2.972165822982788,4.79296875,2,3,1
0.081978932,0.007578713,0.03314209,2.802522897720337,4.59375,2,4,2
0.081978932,0.033052172511816,0.191040039,2.7991747856140137,4.578125,2,5,7
0.009085519,0.009042467,0.015777588,2.798337697982788,4.578125,2,6,5
0.081978932,0.040371213,0.193237305,2.800569772720337,4.58984375,2,7,7
0.081978932,0.034746714,0.223388672,2.8055920600891118,4.609375,2,8,2
0.081978932,0.008213043,0.024261475,2.8011279106140137,4.58984375,2,9,7
0.081978932,0.040560041,0.19128418,2.7994537353515625,4.58203125,2,10,7
0.081978932,0.00724193,0.029434204,2.8019649982452397,4.59375,2,11,2
0.081978932,0.031803403,0.191650391,2.9462170600891118,4.7265625,3,4,1
0.081978932,0.005315508,0.017242432,2.9570987224578857,4.75390625,3,5,1
0.081978932,0.0126135693863034,0.053161621,2.950960397720337,4.73828125,3,6,1
0.081978932,0.0129326414316892,0.05368042,2.962400197982788,4.76953125,3,7,1
0.081978932,0.012618474,0.068237305,2.9543087482452397,4.74609375,3,8,1
0.081978932,0.005367007,0.01725769,2.9512393474578857,4.73828125,3,9,1
0.081978932,0.0130190169438719,0.053375244,2.9303131103515625,4.68359375,3,10,1
0.081978932,0.004883903,0.014968872,2.9425899982452397,4.71484375,3,11,1
0.081978932,0.009519032,0.019104004,2.7991747856140137,4.58203125,4,5,4
0.081978932,0.0359927602112293,0.211791992,2.800569772720337,4.58984375,4,6,7
0.081978932,0.008005415,0.036315918,2.8053131103515625,4.58984375,4,7,2
0.081978932,0.013824463,0.05368042,2.849118947982788,4.58203125,4,8,2
0.081978932,0.0362031124532222,0.196289063,2.7997326850891118,4.58203125,4,9,7
0.081978932,0.045778002589941,0.1953125,2.800569772720337,4.58984375,4,10,7
0.081978932,0.009477071,0.029983521,2.7991747856140137,4.58203125,4,11,5
0.081978932,0.005777359,0.020645142,2.970491647720337,4.7890625,5,6,1
0.081978932,0.0125985825434327,0.068847656,2.9026904106140137,4.61328125,5,7,2
0.081978932,0.0135906767100095,0.05380249,2.882322072982788,4.58203125,5,8,2
0.081978932,0.007812773,0.034912109,2.806150197982788,4.578125,5,9,2
0.081978932,0.006123134,0.021072388,2.9869537353515625,4.83203125,5,10,1
0.081978932,0.013581957,0.053009033,2.8293087482452397,4.5859375,5,11,2
0.081978932,0.007577896,0.025039673,2.8000118732452397,4.5859375,6,7,7
0.081978932,0.0172018315643072,0.067199707,2.798616647720337,4.578125,6,8,7
0.081978932,0.032892499,0.191894531,2.9749560356140137,4.80078125,6,9,1
0.081978932,0.006535121,0.025497437,2.7988955974578857,4.578125,6,10,2
0.081978932,0.009176799,0.023620605,2.800290822982788,4.5859375,6,11,7
0.081978932,0.008149283,0.036682129,2.8069872856140137,4.578125,7,8,2
0.081978932,0.7795459032058716,5.40234375,2.8039181232452397,4.578125,7,9,2
0.081978932,0.0049166,0.013931274,2.8644649982452397,4.58203125,7,10,2
0.081978932,0.007061822,0.028793335,2.8000118732452397,4.5859375,7,11,7
0.081978932,0.0121950423344969,0.053619385,2.9423108100891118,4.71484375,8,9,1
0.081978932,0.006535121,0.025497437,2.7988955974578857,4.578125,8,10,2
0.081978932,0.04002789,0.190795898,2.853304147720337,4.58984375,8,11,2
0.081978932,0.036306381,0.207519531,2.798616647720337,4.578125,9,10,7
0.081978932,0.039737429,0.191650391,2.829866647720337,4.578125,9,11,2
0.081978932,0.658955455,4.55078125,2.7988955974578857,4.578125,10,11,7
