shap_feat_mean_mtd_overhead,shap_feat_mean_network_penalty,shap_feat_max_network_penalty,shap_feat_mean_security_penalty,shap_feat_max_security_penalty,ci,cj,action
0.0,4.465846994549955e-06,0.0004396106557377,-8.719535519125296e-05,-0.0027896680327869,3,10,9
0.0,0.0001328265027322,0.0045633538251366,0.002947443989071,0.0039499494535518,3,11,8
0.0,0.0010481789617486,-0.0001404685792349,0.0050663948087431,0.0058273374316939,4,5,9
0.0,-0.0001591325136611,9.16489071038501e-05,0.0007465887978142,-0.0062533674863388,4,6,9
0.0,9.11051912568456e-05,-0.0008863893442622,0.0014279494535519,-0.0074312226775956,4,7,5
0.0,-0.0018305163934426,-0.0040313333333333,2.118579234973092e-05,-0.002933844262295,4,8,9
0.0,-0.0001434931693988,-0.0001835587431694,-0.0043657281420765,0.0011162226775956,4,9,8
0.0,0.0002003278688524,0.0006285218579235,-9.681420765026524e-05,-0.0045872978142076,4,10,9
0.0,7.793715847036024e-06,0.0006731543715847,-0.0006740969945355,0.0058866407103824,4,11,5
0.0,-0.000108206284153,0.0002431325136611,0.0023307609289617,-0.0024423920765027,5,6,8
0.0,0.0003282868852459,-0.0002351366120218,-1.940163934426118e-05,0.0021612349726775,5,7,9
0.0,-0.0002756434426229,-0.0009403210382513,-0.0002606680327868,0.0023526161202185,5,8,9
0.0,0.0,0.0032471639344261,-0.0037796530054644,-0.0028240683060109,5,9,8
0.0,-0.0009663934426229,0.0003757267759562,-0.0044714426229508,0.0016435519125683,5,10,8
0.0,-0.0004104549180328,0.0022898975409835,0.0003291707650273,0.0082367800546448,5,11,9
0.0,-0.0001623852459016,-0.000159475409836,-0.0011906311475409,-0.0063550163934426,6,7,9
0.0,0.0007880532786884,-0.010768681693989,-0.0010749521857923,-0.0040844521857923,6,8,8
0.0,-0.0004973893442622,0.0005105095628415,-0.0020301352459015,-0.0018670177595628,6,9,9
0.0,0.0002458661202185,-0.0006581721311475,0.0011564972677595,-0.0087427486338797,6,10,8
0.0,0.0003886311475409,-0.0022242486338797,0.0019508060109289,3.1065573770763582e-06,6,11,8
0.0,-4.166120218578734e-05,0.0008266284153005,0.0058161448087431,0.0107816912568306,7,8,8
0.0,0.0022798155737704,-0.0007125396174863,0.0005031653005464,0.000155050546448,7,9,8
0.0,-0.0004793415300546,-4.543989071040429e-05,-0.0013321229508196,-0.005596800546448,7,10,9
0.0,-2.5550546448107732e-05,-0.0026259603825136,0.0026152554644808,0.0021577472677595,7,11,8
0.0,0.0039071898907103,0.0065939521857923,0.0003988948087431,0.0002314057377049,8,9,2
0.0,-5.852185792350022e-05,-0.0010193743169398,-0.0014641284153005,-0.0094721721311475,8,10,5
0.0,-0.0001652841530054,-0.0001162786885245,-0.0012785,0.0037970464480874,8,11,9
0.0,0.0003470423497267,-0.0022297199453552,0.0019933538251366,8.618852459018418e-06,9,10,8
0.0,0.0001966147540983,0.0003732568306011,0.0014262459016393,0.009404325136612,9,11,9
0.0,-0.0002381215846994,-0.0001802554644808,-0.0011013702185792,0.003118550546448,10,11,9
